ensembl_gene_id	uniprotswissprot
YLR286W-A	Q8TGM4
YMR326C	Q6B0R7
YPL001W	Q12341
YGL086W	P40957
YPR083W	Q06820
YGR223C	P50079
YMR014W	Q04347
YMR020W	P50264
YDR515W	Q12034
YEL002C	P33767
YKL179C	P34237
YAL011W	P31376
YMR208W	P07277
YBL087C	P0CX41
YBL087C	P0CX42
YNL299W	P48561
YPR195C	Q06594
YDR133C	Q03904
YJR133W	P47165
YCL009C	P25605
YLR259C	P19882
YOL164W-A	Q3E7A5
YGR077C	P53248
YOL082W	P35193
YGL052W	P53175
YBR098W	P38257
YLR219W	Q05812
YDR378C	Q06406
YHR180W-A	P0C5N8
YLR401C	Q06053
YGR285C	P32527
YHR092C	P32467
YML098W	P11747
YFR005C	P43589
YMR133W	P32841
YNR049C	P53604
YLL058W	Q12198
YOR035C	P51534
YML028W	P34760
YNL163C	P53893
YPL057C	P33300
YHR080C	P38800
YEL064C	P39981
YDR473C	Q03338
YLR177W	Q06251
YJR025C	P47096
YGL080W	P53157
YDR403W	P21623
YGL207W	P32558
YGR261C	P46682
YBR239C	P38140
YMR285C	Q03264
YDR268W	P04803
YER103W	P22202
YMR040W	Q04210
YBR168W	P38292
YHL045W	P38726
YPL211W	Q08962
YMR094W	P35203
YDR409W	Q04195
YMR189W	P49095
YIL115C	P40477
YBL046W	P38193
YBR003W	P18900
YOL016C	P22517
YDR173C	P07250
YNR073C	P0CX08
YNR073C	P0CX09
YDR187C	A0A023PYD7
YBR215W	Q01448
YOR007C	Q12118
YOR325W	Q12261
YDR389W	P17121
YKL047W	P36090
YER007C-A	P89886
YLR415C	O13578
YNL127W	P53917
YHR022C	P38763
YGR226C	P50083
YKL049C	P36012
YML128C	Q03104
YDR417C	P87267
YGL140C	P53120
YDR165W	Q03774
YML022W	P49435
YKL220C	P36033
YKL183W	P34234
YLR467W	P0CX20
YLR467W	P0CX21
YLR467W	P0CX22
YDL113C	Q07528
YLR302C	O13544
YGL078C	P20447
YGL199C	P53092
YBL025W	P38204
YMR299C	Q04949
YGR164W	P53291
YGR150C	P48237
YDR426C	P87268
YDR521W	P87273
YKL181W	P32895
YPL041C	Q03079
YDR086C	P35179
YBR105C	P38263
YJR018W	P47091
YJL095W	Q01389
YKL088W	P36076
YDL021W	Q12008
YDR023W	P07284
YHL027W	P33400
YOL085W-A	Q8TGQ8
YBR200W	P29366
YCR014C	P25615
YPR003C	P53394
YLR185W	P49166
YPL181W	Q08923
YOL160W	Q08321
YER093C-A	P87275
YGL006W-A	Q3E802
YNL118C	P53550
YCL036W	P25370
YGR196C	P46949
YLR060W	P15624
YJR147W	P47175
YDR394W	P33298
YCR051W	P25631
YHL003C	P38703
YOR361C	P06103
YPR168W	Q06213
YDR320C-A	P69851
YBR190W	P38303
YBR248C	P33734
YHR070W	P38793
YDR003W-A	Q3E7Z7
YPL185W	Q08927
YPL040C	P48526
YHR150W	P38848
YGL197W	P53094
YOL158C	Q08299
YJL043W	P47053
YER120W	P40075
YMR227C	Q05021
YBR145W	P38113
YMR119W	P54074
YGR136W	P53281
YFL022C	P15625
YDR183W	Q04004
YER033C	P40021
YNL189W	Q02821
YBL047C	P34216
YKL209C	P12866
YMR255W	Q04839
YOR315W	Q12507
YDR245W	P50108
YJL107C	P42947
YNL290W	P38629
YKR019C	P36115
YGR153W	P48238
YGL159W	P53110
YGR286C	P32451
YJL012C	P47075
YAL001C	P34111
YNR025C	P53726
YBR099C	P38258
YBL014C	P32786
YNL250W	P12753
YDR431W	Q04069
YNL314W	P21705
YNL227C	P53863
YER054C	P40036
YBR062C	P38239
YDL154W	Q12175
YDL184C	P0CX86
YDL184C	P0CX87
YOR010C	P33890
YDR153C	Q03769
YMR024W	P36516
YNL218W	P40151
YPL070W	Q02866
YBL092W	P38061
YGL254W	P32805
YLR313C	
YHR133C	P38837
YPR159W	P32486
YML054C	P00175
YMR317W	Q04893
YAL056W	P39717
YOR384W	Q08908
YPL002C	Q12483
YLR303W	P06106
YNL004W	P38922
YIL035C	P15790
YGR023W	P53214
YNR023W	P53628
YNL092W	P53934
YLR154W-B	P0C5P9
YMR084W	A2P2R3
YGL063W	P53167
YMR274C	Q03530
YDR014W-A	Q03937
YLL029W	Q07825
YJR121W	P00830
YDR434W	Q04080
YHR215W	P38693
YGL154C	P50113
YLL047W	Q07881
YLR285C-A	Q3E771
YLR001C	Q07895
YGL035C	P27705
YPL227C	P40350
YOR234C	P41056
YGR009C	P40357
YOR283W	Q12040
YNL324W	P53825
YBR240C	P38141
YGR034W	P53221
YJL145W	P47008
YHL020C	P21957
YJL153C	P11986
YKR012C	
YDL002C	Q03435
YOR020W-A	Q3E824
YDR225W	P04911
YER164W	P32657
YHR101C	P38813
YJL088W	P05150
YMR215W	Q03655
YDR418W	P0CX53
YDR418W	P0CX54
YOL045W	Q08217
YCL045C	P25574
YPL067C	Q02754
YHR046C	P38710
YIL176C	P0CE89
YIL176C	P0CE88
YBR251W	P33759
YOR102W	Q08503
YNL233W	P53858
YHR095W	P38808
YPL236C	Q12003
YPL151C	Q12417
YGL064C	P53166
YMR277W	Q03254
YJR064W	P40413
YOL128C	Q12222
YCL005W	P25587
YPL234C	P32842
YNL155W	P53899
YOR360C	P06776
YDR224C	P02293
YLR465C	O13558
YER139C	P40084
YJL137C	P47011
YLR015W	P43132
YMR033W	Q05123
YOL097C	Q12109
YHR182W	P38870
YIL006W	P40556
YDR502C	P19358
YDR447C	P14127
YDL039C	Q12459
YJL074C	P47037
YOR164C	Q12125
YKL166C	P05986
YEL042W	P32621
YML094C-A	Q12744
YGR118W	P0CX29
YGR118W	P0CX30
YDL225W	Q07657
YNL020C	P53974
YPL015C	P53686
YHR098C	P38810
YAL066W	P39710
YKL016C	P30902
YNL076W	P34072
YBR199W	P38131
YML041C	Q03433
YJL111W	P42943
YKR086W	P15938
YLR432W	P50095
YDR259C	Q03935
YIL048W	P40527
YBR128C	P38270
YBR139W	P38109
YLR081W	P13181
YPR035W	P32288
YMR305C	Q04951
YNL200C	P40165
YGR277C	P53332
YNL177C	P53881
YNL077W	P53940
YHR145C	O13537
YOR175C	Q08548
YPR037C	Q12284
YPR184W	Q06625
YPL135W	Q03020
YPL215W	P21560
YMR315W-A	Q8TGS4
YMR237W	Q05029
YNL293W	P48566
YDR495C	P23643
YCR088W	P15891
YKL141W	P33421
YDL151C	Q12064
YDR357C	Q06333
YNL098C	P01120
YML095C	P06838
YIL066C	P21672
YLR166C	Q06245
YDR370C	Q06349
YBL070C	P38186
YKL065C	P35723
YBR054W	P38079
YIR029W	P25335
YDR298C	P09457
YCR037C	P25360
YGR232W	P50086
YIR018C-A	Q3E7Z3
YBL039W-B	P0C268
YMR018W	Q04364
YKL013C	P33204
YGR227W	P50076
YHR120W	P25846
YDR276C	P87284
YBR072W	P15992
YJL158C	P47001
YKL040C	P32860
YPL112C	Q02969
YBR111C	Q01976
YAL013W	P31385
YER190C-A	P0CL27
YER190C-A	P0CL28
YER190C-A	P0CL29
YER190C-A	P0CL30
YER190C-A	P0CL31
YMR163C	Q03824
YDL185C-A	P0C5M4
YGL142C	P30777
YIL094C	P40495
YHL030W	P38737
YDR545C-A	P0CL37
YML027W	P34161
YJR016C	P39522
YNR004W	P40342
YGL143C	P30775
YNL049C	P53953
YCR077C	P25644
YLR383W	Q12749
YPR146C	O13571
YGR222W	P10834
YDL247W	P0CD99
YOR086C	Q12466
YGL045W	P53179
YPR087W	O13584
YBL001C	P35195
YGL253W	P04807
YIL103W	P40487
YKR061W	P33550
YKL096W	P28319
YDR406W	Q04182
YAL047W-A	A0A023PZE2
YNR019W	P53629
YOR242C	Q08646
YJR099W	P35127
YGR257C	P53320
YDR273W	Q05610
YKR050W	P28584
YDR269C	P87281
YER008C	P33332
YNL031C	P61830
YDR453C	Q04120
YPL154C	P07267
YJL208C	P08466
YDR383C	Q12493
YOR155C	Q99312
YFL028C	P43569
YGL131C	P53127
YJL048C	P47049
YBR110W	P16661
YJL197W	P39538
YMR162C	Q12674
YLR035C	Q07980
YER114C	P39969
YDR375C	P32839
YMR158W	Q03799
YOL019W-A	Q8TGS2
YMR210W	Q03649
YER034W	P40022
YOL030W	Q08193
YBL111C	Q3E7Y5
YGR064W	P53240
YJR074W	P47123
YEL008W	P40001
YMR316C-A	I2HB70
YNL019C	P53975
YNL214W	P40155
YGR263C	P53324
YGL049C	P39936
YLR044C	P06169
YER014W	P40012
YOR323C	P54885
YDL161W	Q12518
YPL136W	O13519
YIL155C	P32191
YMR241W	Q04013
YDL051W	P33399
YER143W	P40087
YBL036C	P38197
YCR009C	P25343
YMR205C	P16862
YMR235C	P11745
YIL152W	P40455
YFL052W	P43551
YDR084C	P38962
YDL056W	P39678
YHR051W	P00427
YPR094W	Q06835
YHR130C	P38834
YLR293C	P32835
YGR296C-B	P0CX95
YGR296C-B	P0CX94
YGR296C-B	P0CX96
YGR296C-B	P0CX98
YGR296C-B	P0CX97
YLR399W-A	Q8TGM1
YHR149C	P32900
YLR192C	Q05775
YOL017W	Q08119
YJL127C-B	Q3E828
YLR300W	P23776
YBL094C	P38173
YHR127W	P38833
YMR047C	Q02630
YNL006W	P41318
YER053C-A	Q3E7B0
YHR194W	P38880
YOR233W	Q01919
YPR074C	P23254
YAL016C-A	A0A023PYC6
YNR030W	P53730
YDR344C	Q05510
YDR320C	Q06677
YLR098C	P43634
YPL056C	Q02786
YLR448W	P05739
YLR381W	Q12748
YGL202W	P53090
YDR221W	Q04924
YMR259C	Q03496
YMR175W-A	Q3E766
YHR213W-A	Q8TGT4
YNL038W	P53961
YMR281W	P23797
YCR098C	P25346
YDL032W	Q12281
YGL258W-A	Q3E740
YNL090W	P06781
YOL037C	Q08205
YER028C	P39943
YKL170W	P35996
YKR046C	P36139
YIL046W-A	Q3E7Z4
YBR033W	P38073
YLR280C	O13541
YMR261C	P38426
YHR032C-A	Q8TGT5
YNL151C	P17890
YHR203C	P0CX35
YHR203C	P0CX36
YBL073W	P38184
YDR456W	Q04121
YDL036C	Q12069
YER048C	P39101
YKL210W	P22515
YDL217C	Q12328
YBR096W	P38256
YGR133W	P29340
YER044C	P40030
YNL254C	P53850
YPL189C-A	Q3E823
YCR047W-A	Q8TGQ1
YGR109C	P32943
YDR334W	Q05471
YHR168W	P38860
YLR367W	Q3E7Y3
YOR083W	Q12416
YBL053W	P38190
YOL010W	Q08096
YJL020W-A	Q8TGN2
YKR002W	P29468
YPR082C	Q06819
YGR037C	P31787
YHR167W	O13539
YAL064W	P39711
YEL039C	P00045
YDL049C	P50112
YAR071W	P35842
YPR133C	Q06505
YGL077C	P19807
YNR008W	P40345
YOR118W	Q12108
YKL015W	P25502
YGR111W	P53265
YPL047W	Q03067
YBR030W	P38222
YJL078C	P47033
YDL164C	P04819
YIL002C	P40559
YNR038W	P53734
YLR309C	Q06704
YHR050W	P38778
YBL076C	P09436
YMR026C	Q04370
YLR299W	Q05902
YLR224W	Q05947
YGR016W	P53209
YIR030W-A	A0A023PZK4
YLR029C	P05748
YER053C	P40035
YGR245C	P53313
YOR128C	P21264
YIL047C-A	A0A023PYH8
YDR384C	Q12359
YDR149C	A0A023PXH9
YML010W	P27692
YOL125W	Q12383
YOL004W	P22579
YJL165C	P38970
YLR373C	Q05934
YDR093W	Q12675
YDR071C	Q12447
YBR256C	P38145
YMR150C	P28627
YHR112C	P38716
YNR003W-A	Q8TGL7
YPL077C	Q02831
YOR177C	Q08550
YPR016W-A	P0C5R5
YIL156W	P40453
YOR166C	Q12104
YDL143W	P39078
YOR006C	Q12094
YOR324C	Q99332
YKL009W	P33201
YIR012W	P35184
YGR287C	P53051
YLR092W	Q12325
YNL307C	P21965
YNL131W	P49334
YLL018C-A	Q3E731
YDR032C	Q12335
YKL108W	P34252
YPL272C	Q08984
YMR067C	P54730
YMR179W	P35209
YNL265C	P53843
YOL024W	Q08172
YOR033C	P39875
YOL033W	P48525
YMR126C	Q04216
YOL070C	Q08229
YOR116C	P04051
YPR050C	A0A023PZM3
YGL244W	P53064
YGL057C	P53171
YBR162W-A	P38374
YNL175C	P53883
YNL042W	P53958
YIL112W	P40480
YDR063W	Q12156
YOL067C	P32607
YOR145C	Q99216
YKR097W	P10963
YBL077W	P38183
YDL166C	Q12055
YLR066W	Q12133
YGL187C	P04037
YBR156C	P38283
YBL012C	P38209
YOR304C-A	O14468
YPR108W-A	Q3E7B3
YOR192C	Q08579
YML032C	P06778
YNL022C	P53972
YEL034C-A	Q02217
YJR117W	P47154
YBL008W-A	Q3E821
YBR297W	P38157
YLR146W-A	Q2V2P1
YER155C	P39960
YIL025C	P40542
YML018C	Q03730
YHR027C	P38764
YDR004W	P25301
YNL056W	P53949
YGR180C	P49723
YML081W	Q04545
YGR116W	P23615
YDR151C	P47976
YDR037W	P15180
YLR175W	P33322
YER050C	P40033
YGL181W	P40956
YMR003W	Q03673
YDL175C	Q12476
YHR214C-E	Q8TGK0
YER031C	P38555
YAR033W	P39552
YGR202C	P13259
YPR070W	Q12321
YKL071W	P36086
YOL109W	Q08245
YJR057W	P00572
YMR221C	Q04991
YPL176C	Q08919
YDR286C	Q05530
YJR160C	P0CE00
YER037W	P40025
YKL075C	P36083
YOR078W	Q08492
YGL127C	P38633
YGR203W	P42937
YMR257C	P08468
YPL220W	P0CX43
YPL220W	P0CX44
YOR134W	Q12128
YAR069C	P0CX92
YAR069C	P0CX93
YAR019W-A	A0A023PXB0
YKL206C	P36040
YDR172W	P05453
YNL011C	P53980
YOR131C	Q12486
YGL150C	P53115
YEL049W	P32612
YLR402W	Q06057
YML068W	Q04638
YKL195W	P36046
YNL329C	P33760
YKL130C	P36068
YNL074C	P32047
YLR158C	P0CZ17
YLR158C	P0CX77
YLR158C	P0CX78
YLR158C	P0CX79
YLL051C	Q12473
YBR189W	P05755
YEL006W	P39953
YKL064W	P35724
YBL096C	P38171
YJL134W	P47013
YOR368W	P48581
YCR073W-A	P37262
YOL111C	Q12285
YDL174C	P32891
YER100W	P33296
YJL219W	P40885
YJL081C	P80428
YOR168W	P13188
YOR226C	Q12056
YPL065W	Q02767
YJL054W	P47045
YPL074W	P40328
YAR070C	P39566
YDR080W	P38959
YCR039C	P0CY09
YCR039C	P0CY08
YER181C	P40097
YNL093W	P36019
YJR137C	P47169
YDR503C	Q04396
YLR314C	P32457
YDR069C	P32571
YBR011C	P00817
YMR117C	Q04477
YGR134W	P53280
YLR438C-A	P57743
YLR209C	Q05788
YLR019W	Q07949
YNR047W	P53739
YOL162W	P0CF19
YER015W	P39518
YDR047W	P32347
YFR008W	P43592
YGR095C	P53256
YKR026C	P14741
YER129W	P38990
YDR215C	Q12240
YGR214W	P32905
YKL076C	P36082
YMR060C	P50110
YDR267C	Q05583
YDR142C	P39108
YLR123C	Q12174
YPL032C	Q03088
YNL183C	P22211
YKL188C	P34230
YPL167C	P14284
YLR353W	P41698
Q0032	Q9ZZX7
YCL032W	P25344
YDL212W	Q02774
YLR361C	Q05924
YBL041W	P23724
YMR144W	P40214
YGR269W	P40326
YKL196C	P36015
YLL033W	Q07843
YBL081W	P38180
YOR334W	Q01926
YNL057W	P53948
YPR185W	Q06628
YJL038C	P47055
YGR176W	P32475
YMR068W	Q04749
YNL238W	P13134
YER172C-A	A0A023PYF7
YDR249C	Q03787
YFL002C	P25808
YPR160C-A	Q8TGK8
YLR389C	Q06010
YJR056C	P47115
YJL072C	P40359
YOR241W	Q08645
YGL263W	P53053
YJR152W	P15365
YLR438W	P07991
YLR290C	Q05892
YOR245C	Q08650
YPL038W	Q03081
YIL100W	P40490
YLR270W	Q06151
YOL009C	Q92328
YLR194C	Q05777
YOR153W	P33302
YGR057C	P53237
YOR358W	Q02516
YPR145W	P49089
YBR089C-A	P11633
YPL165C	Q12529
YDL209C	Q12046
YGL074C	P53160
YFL055W	P43548
YBR103C-A	P0C5L3
YBR296C	P38361
YHR214W	P0CX18
YHR214W	P0CX19
YNL154C	P23292
YDR044W	P11353
YNL267W	P39104
YHR188C	P38875
YLR006C	Q07084
YJL142C	P47010
YPL193W	Q08932
YGR007W	P33412
YDR311W	P32776
YJL192C	P39543
YKR105C	P36172
YGR241C	P53309
YPL003W	Q12059
YDL159C-B	Q8TGP9
YOR335W-A	Q8TGL1
YEL072W	P39975
YOR170W	Q08543
YLR223C	P39520
YDR222W	Q04925
YJR001W	P47082
YLR195C	P14743
YCR049C	P25629
YKL109W	P14064
YEL075C	P39972
YER048W-A	Q6Q560
YHL023C	P38742
YHR099W	P38811
YJR110W	P47147
YFL034C-B	P43563
YML097C	P54787
YOR267C	Q08732
YPL178W	Q08920
YER051W	P40034
YDR510C-A	Q8TGR7
YJL190C	P0C0W1
YDR401W	O13523
YCR076C	P25659
YER171W	P06839
YFR023W	P39684
YLL067W-A	P0CX99
YLL067W-A	P0CY00
YLL067W-A	P0CY01
YDR207C	P39001
YDL005C	Q12124
YPL013C	Q02608
YDR295C	Q06629
YAL054C	Q01574
YLR398C	P35207
YOR081C	Q12043
YPR012W	Q04203
YDR543C	Q03051
YNL014W	P53978
YLR418C	Q06697
YMR182C	Q00453
YOL145C	P89105
YPR042C	Q12221
YDL208W	P32495
YER078C	P40051
YGR127W	P53275
YOL156W	P54862
YMR295C	Q03559
YAL067C	P39709
YGL219C	P53083
YBL040C	P18414
YKR071C	P36152
YOR322C	Q12502
YER169W	P39956
YMR181C	Q03231
YML080W	P53759
YLR010C	Q07921
YMR194C-B	Q3E7A9
YLR307W	Q06702
YGL061C	P53168
YOL044W	Q08215
YGR083C	P12754
YMR140W	P40210
YHR196W	P38882
YPL103C	Q02883
YBR165W	P38290
YMR058W	P38993
YOR054C	Q08438
YPR028W	Q12402
YLR356W	Q06485
YBL026W	P38203
YPR039W	Q6B0W0
YDR135C	P39109
YFR001W	P43586
YGL038C	P31755
YCL057C-A	Q96VH5
YOL031C	Q08199
YMR076C	Q04264
YPR089W	O13585
YLR431C	Q06671
YOR034C-A	Q3E735
YAL059W	P39715
YLR109W	P38013
YOR306C	Q08777
YPL075W	P07261
YJL182C	P46986
YIR026C	Q02256
YKL168C	P36004
YOR261C	Q08723
YFL023W	P43573
YMR239C	Q02555
YDL114W	Q07530
YGL047W	P53178
YFL020C	P43575
YMR242C	
YGR244C	P53312
YMR306C-A	A0A023PXI0
YLR364W	Q05926
YEL003W	P40005
YLR106C	Q12019
YMR193C-A	Q6B0R2
YCR053W	P16120
YGR289C	P53048
YLR083C	P32802
YCL008C	P25604
YEL077W-A	
YLR274W	P29496
YLR413W	Q06689
YPR196W	Q06595
YGL089C	P32435
YLR412C-A	Q3E742
YMR114C	Q04471
YJL099W	P40955
YMR009W	Q03677
YEL017C-A	P40975
YNL078W	P53939
YBR082C	P15731
YLR340W	P05317
YGL180W	P53104
Q0115	Q9ZZW7
YCR072C	P25382
YMR088C	Q04301
YBR280C	P38352
YBR061C	P38238
YLR055C	P38915
YKL102C	P34249
YLR254C	Q06568
YJL090C	P47027
YDR247W	Q03785
YBL016W	P16892
YIR025W	P40577
YNL209W	P40150
YMR253C	Q04835
YHR177W	P38867
YCR057C	P25635
YMR103C	Q04436
YAL005C	P10591
YER133W	P32598
YOR293W	Q08745
YKR090W	P36166
YIR042C	P40586
YPR077C	O13583
Q0297	Q9ZZV8
YCL044C	P25573
YBR175W	P38123
YGR146C	P48235
YER152W-A	A0A023PZC7
YMR254C	Q04838
YJL055W	P47044
YGL149W	P53116
YLR121C	Q12303
YJL085W	P19658
YBR029C	P38221
YGL242C	P53066
YCL033C	P25566
YNL253W	P53851
YOR062C	P36025
YOR339C	P52492
YNL173C	P53885
YDL197C	P32448
YBL057C	P34222
YER060W	P40039
YKR036C	P36130
YKL202W	P36042
YCL030C	P00815
YDR229W	Q04934
YCL068C	P25593
YPL024W	Q02685
YER186C	P40101
YBR298C-A	Q8TGK4
YJR109C	P03965
YBR192W	P38127
YMR303C	P00331
YIL075C	P32565
YGR106C	P53262
YCL035C	P25373
YGR004W	P53203
YKR084C	P32769
YGR209C	P22803
YDR095C	Q03831
YHR174W	P00925
YCR008W	P25333
YKL216W	P28272
YPR008W	Q12753
YJL167W	P08524
YER188W	P40103
YPR071W	Q12346
YNL066W	P53616
YMR316W	P54005
YOR067C	P40351
YGR052W	P53233
YEL045C	P32616
YLL042C	Q07879
YOR312C	
YGR158C	P48240
YGR003W	P53202
YJL127C	P35208
YOR094W	P40994
YPL182C	Q08922
YBR302C	P0CX12
YBR302C	P0CX13
YML017W	P50109
YLR157W-D	P0CE99
YHR199C-A	Q3E7Y6
YNL321W	P42839
YPR062W	Q12178
YJR004C	P20840
YLR211C	Q05789
YKR055W	Q00246
YBR254C	P38334
YOL135C	Q08278
YOL105C	Q12215
YHR034C	P38768
YDR027C	Q12071
YOR329W-A	P0C5R1
YPL277C	Q08989
YGR219W	P53307
YGL247W	P53062
YDL106C	P07269
YBR204C	P38139
YHR179W	Q03558
YER022W	P32569
YDR404C	P34087
YMR104C	P18961
YBR220C	P38318
YJL036W	P47057
YER148W-A	A0A023PXK2
YOR197W	Q08601
YGR170W	P53037
YDR256C	P15202
YMR309C	P32497
YFL067W	P43537
YML133W-A	P0CL27
YML133W-A	P0CL28
YML133W-A	P0CL29
YML133W-A	P0CL30
YML133W-A	P0CL31
YOL104C	Q12366
YDR518W	P32474
YBR222C	P38137
YKL219W	P36034
YLR400W	Q06051
YJL150W	P47004
YLR105C	P16658
YLR142W	P09368
YNR054C	P53743
YDR055W	Q12355
YOR262W	Q08726
YCR091W	P25341
YBR290W	P38356
YER157W	P40094
YBR162C	P38288
YLR376C	Q12318
YFR031C-A	P0CX45
YFR031C-A	P0CX46
YLR318W	Q06163
YDL087C	Q07508
YGR246C	P29056
YDR177W	P21734
YAL068W-A	Q8TGK7
YMR155W	Q03795
YFL010C	P43582
YBR167C	P38291
YMR313C	P40308
YPR125W	Q06493
YPR131C	Q06504
YHR014W	P23624
YJL168C	P46995
YDL014W	P15646
YOR167C	Q3E7X9
YDR289C	Q05543
YNR072W	P53631
YNR076W	P0CE91
YNR076W	P0CE90
YIL068W-A	A0A023PXN3
YDL159W	P06784
YKL020C	P35210
YLR239C	Q06005
YBL033C	P38066
YER014C-A	P85052
YDR532C	Q04431
YOL015W	Q08118
YJR036C	P40985
YBR228W	P38324
YNR031C	P53599
YHR171W	P38862
YGL183C	P53102
YEL076C-A	P0CX16
YEL076C-A	P0CX17
YMR028W	Q04372
YDR137W	P16664
YBR263W	P37292
YJL162C	P46997
YEL038W	P32626
YDL153C	Q12136
YJR106W	P47144
YKL178C	P06783
YBR250W	P33757
YPL221W	Q08967
YKL067W	P36010
YGR160W	P53288
Q0130	P61829
YHR121W	P38828
YKL097C	P34245
YPR073C	P40347
YDR393W	Q04172
YCR108C	Q3E819
YNL110C	P53927
YNL232W	P53859
YJR043C	P47110
YDR506C	Q04399
YDL219W	Q07648
YOR161C	Q12412
YDL090C	P22007
YKL095W	P28320
YOR393W	P0CX10
YOR393W	P0CX11
YMR154C	Q03792
YPL262W	P08417
YOR105W	Q08504
YCR042C	P23255
YHR116W	P38824
YIL063C	P40517
YKR031C	P36126
YLR262C-A	Q3E764
YNL262W	P21951
YNL142W	P41948
YDR033W	Q12117
YGR204C-A	Q8TGT7
YIL018W	P0CX45
YIL018W	P0CX46
YKL036C	P32859
YGR039W	P53225
YHR087W	P38804
YHR176W	P38866
YIL027C	P40540
YKR088C	P36164
YGL059W	P53170
YLL037W	Q07865
YBR272C	P38348
YOR210W	P22139
YOR364W	Q08842
YOL087C	Q99247
YGL123W	P25443
YML096W	Q04489
YML016C	P26570
YGL099W	P53145
YML006C	Q04233
YMR178W	Q03219
YOR127W	P39083
YAL035W	P39730
YDR035W	P14843
YML109W	P54786
YAL008W	P18411
YHR173C	P38864
YBR120C	P07253
YBR084C-A	P0CX82
YBR084C-A	P0CX83
YOR184W	P33330
YKL151C	P36059
YLR452C	P11972
YJR066W	P35169
YER066W	P40042
YOR150W	Q12487
YOR179C	Q08553
YOR340C	P46669
YNL129W	P53915
YML015C	Q04226
YOR354C	Q08818
YLR372W	P40319
YMR197C	Q04338
YKL105C	P34250
YGR102C	P53260
YBL062W	P38189
YDR332W	Q06683
YML014W	P49957
YBR301W	P38155
YBR076W	P38246
YPR036W	P41807
YNR014W	P53719
YOR217W	P38630
YOR298W	Q08750
YIL085C	P40504
YDR510W	Q12306
YNL005C	P12687
YPL031C	P17157
YER098W	P39967
YBR210W	P38312
YLR154W-C	Q8TGM6
YPL237W	P09064
YNL174W	P53884
YGL233W	P22224
YDL055C	P41940
YJL001W	P38624
YGL072C	P53161
YHL010C	P38748
YML106W	P13298
YJR061W	P40355
YOL006C	P04786
YOR259C	P53549
YDR480W	Q03373
YOR318C	Q99318
YOR320C	Q12096
YJL212C	P40897
YHR102W	P38692
YKL169C	P36050
YGL056C	P53172
YDL103C	P43123
YLR363C	Q12129
YDL085C-A	Q3E7B7
YGR104C	P32585
YFL053W	P43550
YBR106W	P38264
YML025C	P51998
YGR240C	P16861
YJL024C	P47064
YGR243W	P53311
YNL335W	P0CH63
YNL335W	P0CH64
YEL035C	P32630
YBR005W	P38212
YMR172C-A	A0A023PXH6
YKL150W	P36060
YLR207W	Q05787
YPL053C	P54070
YFR030W	P39692
YPR109W	Q06104
YPR159C-A	Q8TGQ7
YMR193W	P36525
YOR222W	Q99297
YLR312W-A	P36523
YAL020C	P31386
YJR125C	P47160
YGR275W	P53330
YGL088W	P53151
YJR051W	P21375
YGR020C	P39111
YGR100W	P53258
YDR350C	P50273
YHR063C	P38787
YER063W	P40040
YLR188W	P33310
YBR153W	P33312
YAL032C	P28004
YER127W	P40079
YLR011W	Q07923
YBR132C	P38090
YML052W	P54003
YCL055W	P25583
YOL165C	Q08361
YPL122C	Q02939
YLR159W	P0CE96
YLR159W	P0CE98
YLR159W	P0CE97
YPL085W	P48415
YML079W	Q03629
YER154W	P39952
YOL007C	Q08054
YOR307C	P22215
YGR231C	P50085
YDR342C	P39004
YAL015C	P31378
YHR050W-A	Q05451
YGR215W	P53305
YLR328W	Q06178
YAL028W	P39734
YML101C-A	Q6B0Z2
YHR137C-A	Q8TGN6
YOL051W	P19659
YML047C	Q04705
YFR003C	P43587
YKL023C-A	Q2V2P3
YHL017W	P38745
YGR018C	P53211
YFL039C	P60010
YGL152C	P53113
YGL212W	P32912
YAL042C-A	O13514
YOR091W	Q12000
YLR171W	O13562
YJR112W-A	Q3E743
YAL065C	O13511
YJR050W	P21374
YJR011C	P47086
YDR087C	P35178
YPR104C	P39521
YBR166C	P20049
YLR241W	Q06538
YNL240C	P23503
YOR079C	Q12067
YLR245C	Q06549
YOL022C	P25040
YAL009W	P18410
YNL318C	P42833
YDL236W	P19881
YGL066W	P53165
YJR136C	P47168
YJL200C	P39533
YHL035C	P38735
YDR012W	P49626
YDL121C	Q07541
YKL138C-A	P69852
YNL256W	P53848
YDR525W-A	P56508
YIL008W	P40554
YIL030W-A	A0A023PZJ3
YLR360W	Q05919
YCR003W	P25348
YOR278W	P06174
YOR024W	Q12070
YJL188C	
YER032W	P40020
YLR205C	P32339
YDL190C	P54860
YBR221W-A	Q3E781
YPR186C	P39933
YDL047W	P20604
YDR099W	P34730
YJL170C	P46993
YPR201W	Q06598
YBR131C-A	Q8TGQ5
YBR161W	P38287
YMR174C	P01094
YHR043C	P38773
YDR092W	P52490
YDR164C	P30619
YBR109C	P06787
YPL138C	Q03012
YOL148C	P50875
YIL076W	P40509
YGL060W	P53169
YGL185C	P53100
YPR030W	Q12734
YJL129C	P12685
YOL078W	Q08236
YJR112W	P47149
YIR036W-A	A0A023PYI5
YIL029C	P40538
YER180C-A	Q3E784
YIR023W	P21657
YEL071W	P39976
YDR058C	P54857
YJR103W	P38627
YHR115C	P38823
YNL012W	P53541
