ensembl_gene_id	mean_disorder
YML097C	0.41987228
YLL004W	0.21260273
YPR162C	0.20030949
YML012W	0.23544861
YDL245C	0.3220153
YDR058C	0.19221587
YDL190C	0.22978482
YLL001W	0.31214055
YOL156W	0.29657698
YOR008C	0.6884722
YPR182W	0.23663808
YLR438C-A	0.18013915
YFL039C	0.22998415
Q0130	0.19778629
YBR010W	0.47762895
YNL031C	0.47762895
YPL096C-A	0.61095643
YKR035W-A	0.7066438
YBR233W-A	0.633805
YDR320C-A	0.24633312
YKL138C-A	0.35963804
YNL220W	0.24125662
YJL081C	0.35260823
YLR191W	0.52158004
YPR133W-A	0.6581619
YDR322C-A	0.2514355
YML081C-A	0.27379286
YHR005C-A	0.19522727
YDR166C	0.22119874
YOL145C	0.34049872
YDL022W	0.18568671
YIL118W	0.2793647
YKR055W	0.34536034
YGL190C	0.3296504
YJR058C	0.26091298
YDR150W	0.29412404
YLR430W	0.3675363
YHR086W	0.46090516
YIL143C	0.42274535
YML121W	0.18799554
YJL031C	0.20046242
YFR028C	0.42542505
YKL148C	0.3328909
YBR126C	0.18340231
YHR030C	0.35199505
YPL259C	0.25299314
YDR028C	0.8826878
YIL061C	0.5984972
YDR463W	0.57122535
YNR016C	0.26010072
YNL248C	0.40059754
YGL130W	0.31806257
YER069W	0.20174764
YJL095W	0.67365754
YBR215W	0.8756775
YPR135W	0.28801045
YOR124C	0.25273114
YER151C	0.52390635
YLR038C	0.3014246
YDR432W	0.8161692
YAL054C	0.2712892
YDR077W	0.7579277
YLR026C	0.77651334
YMR198W	0.35290855
YLR244C	0.31004867
YNL199C	0.7573654
YIL022W	0.5453454
YOL040C	0.42235324
YDR039C	0.30335128
YOR233W	0.6904845
YOR334W	0.16298543
YGL048C	0.24501757
YKR080W	0.18367712
YNL167C	0.8084675
YMR022W	0.18176772
YGL172W	0.61983895
YKR003W	0.36500773
YKR007W	0.9142604
YKR008W	0.354783
YKR009C	0.22202094
YIR026C	0.25789082
YGR074W	0.38793
YML073C	0.3104919
YDR448W	0.4067757
YDR449C	0.26668447
YKR095W	0.6509566
YPL128C	0.47760564
YMR072W	0.29093158
YMR239C	0.36489213
YLR288C	0.3885509
YKL068W	0.7022024
YMR047C	0.743387
YPL037C	0.4874528
YDR424C	0.246189
YPL024W	0.37333
YPL020C	0.44536301
YPL019C	0.37431407
YPL018W	0.29793307
YPL017C	0.15914312
YPL065W	0.21099415
YML091C	0.22507806
YDL212W	0.41581148
YDR088C	0.90308183
YPL063W	0.42969903
YPL059W	0.255776
YPL058C	0.28982535
YOR048C	0.4856885
YGL213C	0.16778788
YOR047C	0.44004402
YMR149W	0.2794114
YPL051W	0.18365464
YOR018W	0.51416624
YNL189W	0.34966606
YPL101W	0.551222
YPL100W	0.37653077
YPL099C	0.38283804
YPL096W	0.32625112
YPL093W	0.46343032
YPL087W	0.2570033
YPL086C	0.22549038
YPL126W	0.22018573
YPL123C	0.16463073
YPL122C	0.26990727
YPL120W	0.38878113
YPL118W	0.275301
YPL116W	0.40312153
YPL141C	0.58074754
YPL139C	0.17444625
YPL138C	0.2680275
YGR098C	0.18611917
YPL135W	0.17228003
YDR539W	0.15692209
YLL050C	0.25557747
YPL049C	0.9145061
YPL047W	0.21402304
YPL046C	0.24476159
YPL038W	0.43684137
YIL009C-A	0.17342223
YML130C	0.22531472
YML127W	0.22842531
YDR043C	0.5347333
YMR095C	0.15416916
YMR096W	0.21047978
YMR100W	0.31454217
YKL164C	0.6740037
YKL163W	0.6854586
YDR091C	0.24650684
YMR172W	0.7396302
YMR278W	0.21016455
YDR457W	0.2923465
YDR460W	0.41522178
YDR465C	0.338848
YPL045W	0.17688447
YDR468C	0.8800144
YGR252W	0.4084667
YDR472W	0.38823694
YDR480W	0.73376274
YDR485C	0.77344257
YDR486C	0.5312559
YDR489W	0.26447934
YDR490C	0.5231751
YML041C	0.56695205
YDL002C	0.6975233
YDR205W	0.3434189
YDL020C	0.6394191
YDR206W	0.40739772
YMR259C	0.15385233
YHL007C	0.73809403
YPR051W	0.15931572
YMR272C	0.24554078
YMR290C	0.29800454
YMR291W	0.40710497
YMR292W	0.33494595
YMR293C	0.19118649
YHR179W	0.41388813
YML077W	0.21003272
YML076C	0.44343883
YML072C	0.42035508
YMR210W	0.26647118
YMR213W	0.71935403
YMR215W	0.26017627
YMR216C	0.55287373
YMR218C	0.16451675
YMR006C	0.26307222
YMR009W	0.18975873
YMR010W	0.36342388
YMR012W	0.32992503
YMR200W	0.3920254
YKL011C	0.14198725
YML036W	0.13202982
YML030W	0.57782173
YML029W	0.34412825
YML019W	0.2695922
YML111W	0.42799497
YDR145W	0.7851463
YDR152W	0.5045292
YDR153C	0.6072529
YDR161W	0.24354436
YDR165W	0.30499703
YDR236C	0.16477111
YDR246W	0.39993906
YDR247W	0.3130283
YMR153W	0.61684346
YMR159C	0.5775234
YMR164C	0.83952373
YDR096W	0.66786057
YDR097C	0.35644296
YDR098C	0.40108442
YDR101C	0.1987651
YDR104C	0.35570276
YDR128W	0.29365525
YDR130C	0.70918804
YDR140W	0.14125343
YDR141C	0.19141634
YDR190C	0.33944938
YDR196C	0.27538517
YDR200C	0.6178382
YDR201W	0.6309956
YKL139W	0.500295
YDR174W	0.6574274
YDR180W	0.20081885
YDR181C	0.5889996
YMR241W	0.2773859
YDR416W	0.17235453
YDR419W	0.2396844
YDR425W	0.37680745
YDR427W	0.17037861
YDR429C	0.72303915
YDR434W	0.21728803
YDR437W	0.18556456
YDR439W	0.6780856
YDR440W	0.44229934
YDR446W	0.6441168
YDR452W	0.4173392
YDR453C	0.2560373
YDR456W	0.39242476
YDR386W	0.35224894
YDR395W	0.1730499
YDR398W	0.38475904
YDR399W	0.23019098
YDR400W	0.19102634
YDR409W	0.69163704
YML102W	0.34870273
YMR128W	0.48765126
YML015C	0.41812482
YML013W	0.38552395
YML005W	0.17468552
YMR076C	0.24067362
YMR077C	0.53673923
YMR093W	0.3145079
YDR045C	0.17389509
YDR049W	0.45420846
YMR192W	0.47806957
YMR197C	0.70870495
YDL125C	0.19570939
YMR017W	0.56645715
YMR018W	0.19936955
YMR026C	0.3268861
YMR027W	0.23467095
YMR028W	0.45276004
YDR496C	0.331563
YDR499W	0.3354546
YDR503C	0.2847529
YDR511W	0.39667767
YDR516C	0.1565754
YDR517W	0.399017
YDR531W	0.18976188
YDR532C	0.33420137
YDR533C	0.1907921
YMR106C	0.3341956
YMR109W	0.38890687
YMR110C	0.15998097
YMR111C	0.6810637
YMR115W	0.25826973
YMR117C	0.47449288
YLR208W	0.2098964
YML094W	0.33270857
YML093W	0.9477354
YML088W	0.42242506
YDR118W	0.17812242
YDR121W	0.6124705
YDR126W	0.25879928
YML069W	0.444612
YML068W	0.18718229
YML067C	0.3099523
YMR048W	0.6836495
YMR049C	0.5398509
YLR005W	0.33937564
YML049C	0.24149273
YML047C	0.3196987
YMR062C	0.15385188
YER027C	0.7647374
YMR065W	0.19848631
YMR068W	0.5838376
YMR075W	0.42257017
YMR247C	0.16713592
YMR255W	0.91252077
YMR258C	0.15785217000000001
YMR312W	0.15195762
YMR318C	0.17008075
YDR218C	0.35487527
YDR221W	0.27937192
YDR233C	0.5105924
YMR305C	0.4386927
YML059C	0.4108048
YML058W	0.8952497
YMR226C	0.17803384
YMR227C	0.7111175
YMR229C	0.2987111
YMR236W	0.41598886
YMR237W	0.25735497
YMR238W	0.26151264
YMR032W	0.5539671
YMR033W	0.278612
YOL155C	0.6286902
YDL088C	0.71217716
YAR002C-A	0.22803354
YDR334W	0.45763108
YDR339C	0.29209957
YDR346C	0.39794168
YDR284C	0.27639326
YDR287W	0.18925345
YDR291W	0.22362506
YDR294C	0.2383024
YDR265W	0.25444865
YDR266C	0.5295563
YDR267C	0.14134656
YDR272W	0.33251253
YDR280W	0.16407405
YLR192C	0.80309594
YLR193C	0.26121563
YLR194C	0.7995695
YLR201C	0.14854467
YLR206W	0.8613905
YLR207W	0.34949008
YLR211C	0.3778011
YLR215C	0.33302608
YLR284C	0.20496085
YLR298C	0.62921983
YLR299W	0.24541499
YLR360W	0.17384408
YLR368W	0.16248107
YLR369W	0.25522807
YLR370C	0.20202191
YLR373C	0.3192209
YLR222C	0.16619483
YLR226W	0.36726704
YLR228C	0.61199564
YLR231C	0.18634112
YLR389C	0.1826994
YLR394W	0.58671457
YLR401C	0.40331715
YLR404W	0.36674428
YLR405W	0.19544221
YLR409C	0.31581444
YPR105C	0.24569172
YPR107C	0.24425024
YPR112C	0.58408195
YLR336C	0.48377442
YLR343W	0.21724974
YLR347C	0.17097844
YLR348C	0.17952888
YLR350W	0.47628996
YLR260W	0.41030332
YLR265C	0.41347793
YLR270W	0.16399732
YLR272C	0.2444346
YLR312C	0.39596608
YLR318W	0.16884083
YLR320W	0.32871145
YLR321C	0.45989454
YLR328W	0.4453844
YLR455W	0.4604393
YLR446W	0.17069563
YLR449W	0.7551646
YPR164W	0.1857069
YPR168W	0.635718
YLR275W	0.2331975
YLR276C	0.42528057
YLR277C	0.20341516
YLR181C	0.5192606
YLR183C	0.5366778
YLR186W	0.23069225
YLR189C	0.36014232
YLR190W	0.7182415
YDR352W	0.46220547
YDR359C	0.5733115
YDR362C	0.33734137
YDR363W	0.61061645
YDR365C	0.84160703
YDR367W	0.34196037
YDR370C	0.23264702
YDR372C	0.2982251
YDR373W	0.16407053
YDR374C	0.38469636
YDR378C	0.1999374
YDR380W	0.16561301
YLR422W	0.21778086
YLR423C	0.19267999
YLR424W	0.32523027
YLR429W	0.5627391
YPR154W	0.6981254
YLR357W	0.5685074
YPR118W	0.16811529
YPR125W	0.43744388
YPR131C	0.3467818
YPR133C	0.67642576
YPR137W	0.35646358
YPR139C	0.2367878
YPR140W	0.38202792
YPR144C	0.15626864
YPR147C	0.1757555
YLR242C	0.2433921
YLR245C	0.16410862
YLR246W	0.3219354
YLR247C	0.26378992
YPR188C	0.39127606
YPR193C	0.18057896
YPR194C	0.22034557
YPR199C	0.33233398
YPR201W	0.28527424
YPR171W	0.91343933
YPR179C	0.36897486
YPR184W	0.19908892
YPR185W	0.6792176
YDR295C	0.43323025
YDR296W	0.2792081
YDR299W	0.58102816
YDR303C	0.33010116
YDR309C	0.804757
YDR313C	0.47682762
YLR431C	0.37673613
YDR318W	0.38554984
YDR319C	0.3343252
YDR320C	0.5357177
YDR324C	0.2225011
YDR325W	0.34032726
YDR326C	0.6185343
YLR410W	0.4277071
YLR417W	0.22140254
YLR418C	0.4344235
YLR308W	0.14539768
YLR309C	0.7217849
YLR380W	0.29292682
YLR384C	0.27515635
YLR386W	0.29230818
YPR075C	0.809014
YPR081C	0.2012531
YPR091C	0.4745629
YPR095C	0.55049205
YPL188W	0.25648406
YLR006C	0.57718825
YDL043C	0.44205415
YDL060W	0.41372254
YDL065C	0.89183706
YDL070W	0.56076974
YDL074C	0.3683026
YDL077C	0.18397766
YDL080C	0.22695056
YDL084W	0.26198107
YDL087C	0.24229005
YDL113C	0.49894685
YDL115C	0.79067796
YDL117W	0.40974018
YDL120W	0.22345914
YDL124W	0.1487649
YDL142C	0.16375309
YDL219W	0.14659871
YDL222C	0.6293493
YDL225W	0.5160825
YDL235C	0.16960149
YDL239C	0.46850717
YLL002W	0.22603023
YLL010C	0.6067739
YLL012W	0.28461945
YLL013C	0.5923326
YLL027W	0.43827063
YLL028W	0.39384887
YLL029W	0.23456715
YLL031C	0.2517435
YLL035W	0.21912259
YLL040C	0.2331829
YLL042C	0.14637421
YLR002C	0.4273476
YLR007W	0.1691066
YLR008C	0.4171643
YLR009W	0.55798507
YLR011W	0.14349188
YLR016C	0.28719607
YLR017W	0.17481145
YLR020C	0.3588394
YLR022C	0.18886752
YLR024C	0.21241842
YLR072W	0.46163592
YLR074C	0.4904106
YLR103C	0.33745977
YOL010W	0.16201976
YOL011W	0.2277659
YOL013C	0.40657666
YOL018C	0.5191546
YOL021C	0.22664249
YOL027C	0.4351219
YOL030W	0.3703699
YOL034W	0.28810608
YOL041C	0.67194706
YOL043C	0.2368735
YOL044W	0.33486727
YOL045W	0.2762989
YOL047C	0.4799281
YOL049W	0.20840958
YOL055C	0.15627168
YOL070C	0.85438806
YOL071W	0.16349724
YOL072W	0.17043562
YOL077C	0.31145182
YOL078W	0.63428533
YOL109W	0.93585867
YOL133W	0.36830553
YOL135C	0.5380869
YOL138C	0.5338596
YOL141W	0.1603282
YOL142W	0.18601371
YOR005C	0.18534492
YOR042W	0.96042514
YOR054C	0.7596124
YOR056C	0.603082
YOR057W	0.48258245
YOR059C	0.17030056
YOR064C	0.27781567
YOR070C	0.5466302
YOR073W	0.8321365
YOR076C	0.27637884
YOR078W	0.9032391
YOR080W	0.18644956
YOR175C	0.36887485
YOR177C	0.43640226
YOR180C	0.2264982
YOR191W	0.41757584
YOR195W	0.6615838
YOR197W	0.52382296
YOR239W	0.6589956
YOR241W	0.20924787
YOR243C	0.4012443
YOR244W	0.31992552
YOR245C	0.27709296
YOR246C	0.29191765
YOR249C	0.18748169
YOR250C	0.1558495
YOR251C	0.31763297
YOR253W	0.14161453
YOR258W	0.14057837
YOR261C	0.28459817
YOR294W	0.78655547
YOR295W	0.40478542
YOR297C	0.22559626
YOR299W	0.23860425
YOR301W	0.4368035
YOR304W	0.4472509
YOR357C	0.35114983
YOR359W	0.75607145
YOR371C	0.30674684
YOR372C	0.721311
YOR381W	0.20090272
YPL178W	0.582963
YPL180W	0.85134953
YPL181W	0.8302862
YPL183C	0.16612856
YPL184C	0.42394277
YPL192C	0.80531645
YPL194W	0.43719995
YPL195W	0.37937433
YPL200W	0.36410022
YPL202C	0.36383188
YPL206C	0.23144004
YPL207W	0.40116265
YPL211W	0.18168467
YPL217C	0.59874666
YPL221W	0.39427286
YPL222W	0.17505026
YPL226W	0.33054388
YPL258C	0.15309964
YPL273W	0.15674871
YPL274W	0.2832079
YPL280W	0.16670525
YNL045W	0.17410876
YPL236C	0.1675622
YOL003C	0.45702213
YDL201W	0.34446448
YOL092W	0.441839
YOR281C	0.63789135
YDL132W	0.18625496
YLR106C	0.2621698
YOR272W	0.2869305
YDR167W	0.69081867
YOR275C	0.18911034
YPR032W	0.28102532
YOL095C	0.16265781
YDR253C	0.6001167
YOR081C	0.32838106
YPL253C	0.29374418
YDL209C	0.4698584
YPL250C	0.28735757
YOR144C	0.2168541
YPL069C	0.15115103
YPL157W	0.30750546
YDL166C	0.37599057
YPL254W	0.4840046
YDL193W	0.38394165
YOL151W	0.17187782
YDR027C	0.33852425
YPL146C	0.7725609
YPL166W	0.56561387
YDL033C	0.23232625
YOR006C	0.60892767
YLR135W	0.63504875
YDR021W	0.17062134
YDL025C	0.6489211
YOR228C	0.26564136
YLR330W	0.66966736
YOR007C	0.6503621
YOR173W	0.18413898
YDL005C	0.7041033
YLR110C	0.314167
YDL153C	0.8721638
YDL149W	0.5579068
YOL146W	0.18021083
YOR001W	0.35994843
YLR087C	0.21659404
YDR213W	0.6399074
YDL100C	0.31561905
YDL008W	0.23347649
YDL003W	0.63625515
YDR381W	0.9410867
YLL023C	0.3468531
YOR108W	0.20974673
YLR144C	0.29538253
YDR060W	0.56577235
YPR062W	0.25062856
YPR048W	0.19012812
YPL252C	0.1865009
YLR116W	0.6652917
YPR007C	0.50694996
YDL099W	0.9211096
YOR119C	0.39531356
YLL058W	0.17773104
YOR229W	0.44265428
YPR149W	0.3599585
YLR132C	0.22026618
YPL212C	0.42007872
YPL198W	0.27547768
YOR156C	0.5143011
YLR129W	0.26269692
YDL059C	0.2014177
YPL089C	0.8504437
YDL091C	0.55582964
YPL004C	0.6047392
YOL100W	0.5710571
YOR106W	0.72008115
YOR171C	0.35166907
YDR016C	0.36733344
YDL147W	0.16074291
YLR093C	0.406285
YOR273C	0.49530724
YPR046W	0.34879237
YDR507C	0.5899705
YOL061W	0.37227654
YLR086W	0.50698173
YOR109W	0.32196915
YDL111C	0.16385439
YPL242C	0.23526216
YPR037C	0.31180432
YOL111C	0.50498986
YLL009C	0.5493084
YOL083W	0.2257012
YPL011C	0.53949374
YDL138W	0.36614066
YLR121C	0.26874045
YOR285W	0.38624248
YDR510W	0.5477616
YLR117C	0.20165953
YPR031W	0.24944489
YDL207W	0.4404456
YOL112W	0.3512801
YOR040W	0.20305595
YPR070W	0.41161022
YOR087W	0.29281983
YDL217C	0.3554599
YOR159C	0.24835625
YOL152W	0.2510741
YDL139C	0.853891
YOR004W	0.51979125
YPL001W	0.1762754
YOR174W	0.44275767
YPL249C	0.6633177
YLR295C	0.7028822
YDR055W	0.2501884
YDL035C	0.51645577
YOL066C	0.29514262
YOR230W	0.37246716
YPL255W	0.64252
YOL104C	0.17740883
YLL022C	0.57031935
YDL097C	0.23011798
YDR260C	0.8025743
YPL149W	0.19402853
YOR311C	0.38943675
YOL125W	0.31195757
YOR141C	0.39778495
YDL031W	0.55065304
YLR080W	0.3487261
YOL093W	0.43363526
YPR028W	0.46193883
YOR288C	0.22398299
YPR034W	0.2651078
YOL091W	0.51202285
YOR083W	0.9875536
YPL151C	0.26207286
YDR022C	0.5137138
YPR067W	0.19188352
YLR143W	0.2142833
YPR023C	0.4649408
YDL010W	0.557943
YLR127C	0.17805362
YDL204W	0.6819409
YLR018C	0.7069053
YOR181W	0.8216476
YDR214W	0.32014877
YDL019C	0.4658325
YLR100W	0.22312225
YDR026C	0.55164933
YLR197W	0.29460818
YPL152W	0.28080907
YOL147C	0.20502497
YOL124C	0.18558058
YPL235W	0.31683987
YLR084C	0.20385867
YOR086C	0.28217486
YDL216C	0.39636785
YOL113W	0.32203376
YLL051C	0.18957433
YDL175C	0.6529118
YDL179W	0.30166477
YOR287C	0.8676955
YPR021C	0.21210605
YPL002C	0.15438132
YDR013W	0.19089253
YDR017C	0.62822056
YPR018W	0.70379883
YOR310C	0.38011122
YOR322C	0.65621537
YPL026C	0.33137086
YDR255C	0.18388648
YLR085C	0.22605662
YOR090C	0.49795356
YDL110C	0.7331725
YPR072W	0.5690871
YOL149W	0.31477073
YDL161W	0.81680876
YPR016C	0.18965018
YLR151C	0.2104794
YPR049C	0.39124918
YLR145W	0.23525517
YPL009C	0.44844833
YMR162C	0.38939172
YDR093W	0.42796728
YDL171C	0.24228288
YDR038C	0.30000073
YOL012C	0.37209642
YOR291W	0.38764456
YPR030W	0.5530908
YLR440C	0.17048767
YML125C	0.20037101
YLR381W	0.15273203
YLR383W	0.44562292
YPL012W	0.30013558
YJL136C	0.29917055
YGR085C	0.4399771
YGR169C-A	0.9920512
YGR027C	0.46168327
YAL044W-A	0.25978827
YCL005W-A	0.40015796
YOR167C	0.76568806
YKR095W-A	0.30419335
YBL071W-A	0.25148153
YMR244C-A	0.33913165
YHR072W-A	0.74764276
YBR111W-A	0.40345046
YGL226C-A	0.36711854
YDR397C	0.4161588
YOL025W	0.24494104
YOL009C	0.3867368
YOR069W	0.53703856
YCL057C-A	0.43382728
YLR119W	0.3251501
YDL015C	0.26149788
YDL148C	0.62674326
YOR111W	0.14318308
YOR145C	0.524365
YIL082W	0.37530103
YDR057W	0.28816566
YOR129C	0.30095574
YPL169C	0.38469642
YDR487C	0.23300567
YLR262C	0.2413214
YLR138W	0.63645625
YOR165W	0.23080732
YPL158C	0.721963
YOR155C	0.17974846
YOR213C	0.21349628
YOR163W	0.64125615
YOR152C	0.42255336
YDL232W	0.5166025
YOL123W	0.8401576
YDL128W	0.26176587
YOR115C	0.37519443
YHR132W-A	0.7190477
YLR316C	0.18257584
Q0115	0.17677438
Q0070	0.17253964
YDR204W	0.24284814
YLR466W	0.32538038
YLR437C	0.96598977
YPL249C-A	0.41895977
YPL183W-A	0.18518677
YDL045W-A	0.28815717
YEL039C	0.61593467
YHR051W	0.19052361
YHR008C	0.19706939
Q0080	0.44358477
YER090W	0.27034107
YGL026C	0.23818348
YDL181W	0.94522536
YDL130W-A	0.71239966
YPL187W	0.4225442
Q0140	0.2943323
Q0160	0.17344578
YMR300C	0.2101066
YHR018C	0.21394876
YDR408C	0.1786601
YCL018W	0.19925815
YJL189W	0.62062377
YIL078W	0.27091244
YDR268W	0.21711002
YML099C	0.37677535
YBR021W	0.259121
YER091C	0.19474728
YGL147C	0.21525738
YLR344W	0.39531142
YFR032C-A	0.8797471
YLR061W	0.40441066
YAL039C	0.6726555
YOR202W	0.20006691
YHR144C	0.15951057
YGR191W	0.29257596
YOR360C	0.18950145
YKL178C	0.31758636
YBR120C	0.33580497
YOR375C	0.24768843
YIR021W	0.13967414
YHR037W	0.19236116
YDR354W	0.15768062
YGR094W	0.2840694
YOR236W	0.20493132
YBR018C	0.21290709
YER026C	0.37843683
YNL277W	0.33385423
YLR142W	0.18617296
YBL075C	0.5096506
YBL076C	0.17598693
YDR298C	0.17661329
YNL138W-A	0.53192574
YJL190C	0.16121568
YHR010W	0.45257542
YDL075W	0.32909465
YLR406C	0.342432
YLL052C	0.4748936
YDL247W	0.3163417
YJR160C	0.3471808
YKR103W	0.30861846
YNL335W	0.26724052
YFL061W	0.26724052
YNL335W	0.26724052
YFL061W	0.26724052
YJL221C	0.3240419
YIL172C	0.3240419
YJL221C	0.3240419
YIL172C	0.3240419
YNR073C	0.1866048
YEL070W	0.1866048
YGR296W	0.3015487
YPL283C	0.3015487
YGR296W	0.3015487
YPL283C	0.3015487
YDR545W	0.30228066
YLR467W	0.30228066
YOR396W	0.30228066
YDR545W	0.30228066
YLR467W	0.30228066
YOR396W	0.30228066
YOR182C	0.91296625
YLR287C-A	0.91296625
YOR182C	0.91296625
YLR287C-A	0.91296625
YDL083C	0.29207787
YMR143W	0.29207787
YDL184C	0.92673117
YDL133C-A	0.92673117
YDL184C	0.92673117
YDL133C-A	0.92673117
YER153C	0.18168475
YJL133W	0.18974677
YGR222W	0.24729285
YDL044C	0.393231
YER052C	0.24017423
YKR097W	0.2751322
YNL188W	0.8499294
YDR212W	0.18267274
YJL129C	0.69364744
YGR084C	0.2569403
YNL005C	0.31796992
YML021C	0.3887096
YDR009W	0.16837552
YML116W	0.2612896
YLR081W	0.31887105
YOR168W	0.37243697
YML106W	0.1817552
YBL021C	0.5094508
YML113W	0.9238007
YGL205W	0.1833831
YOL108C	0.5960262
YKL138C	0.29596028
YDL069C	0.181216
YJL151C	0.7831298
YDR035W	0.30061805
YPL104W	0.19178647
YJR152W	0.26293033
YOR348C	0.37863952
YGR008C	0.97508794
YDR389W	0.71756047
YHR153C	0.15260379
YCR075C	0.20809853
YHR025W	0.23955585
YPR167C	0.23159285
YBL040C	0.24221656
YOL140W	0.15212502
YBR003W	0.34102035000000003
YBR140C	0.25282684
YOL081W	0.2775762
YPL132W	0.2579694
YBR055C	0.33115256
YDL030W	0.39327526
YDL236W	0.1658734
YMR013C	0.22594127
YLR420W	0.14869016
YMR286W	0.39692688
YMR199W	0.48022327
YPL256C	0.45367166
YPL271W	0.3256751
YDR402C	0.18380047
YIR023W	0.5419489
YDR337W	0.2815784
YKR099W	0.8108137
YJL180C	0.21183279
YMR282C	0.15889691
YER103W	0.4902665
YAR018C	0.31327733
YJL063C	0.28056234
YKR085C	0.44834742
YGR171C	0.18505621
YDR143C	0.8629681
YCR020C-A	0.22425617
YHL021C	0.18560135
YML063W	0.26213187
YHR057C	0.274509
YGR076C	0.25743484
YKR052C	0.14784758
YKR053C	0.31127602
YHR014W	0.70143974
YJR077C	0.15282656
YMR036C	0.59653836
YBR037C	0.27114314
YGR148C	0.70775074
YMR220W	0.21232206
YOR351C	0.17610478
YLR210W	0.43354142
YOL023W	0.20309101
YLR069C	0.25944927
YOR201C	0.26161954
YCR036W	0.21461865
YCR069W	0.3064654
YCR063W	0.3175336
YGL010W	0.3088646
YGL014W	0.60418123
YCR024C	0.1856476
YCR032W	0.1812748
YCR037C	0.31150332
YCR067C	0.52400094
YCL028W	0.94427747
YCR011C	0.3020008
YCL064C	0.14324543
YCR045C	0.21163648
YCL014W	0.5444147
YCL016C	0.18035702
YCL001W	0.5408504
YCL033C	0.20004037
YCL037C	0.79198277
YCL039W	0.20335148
YCL004W	0.15609257
YCL005W	0.5281756
YCL069W	0.24290648
YCL073C	0.2146372
YCR028C	0.33404517
YCR044C	0.20150864
YCR046C	0.21072432
YCR048W	0.40600547
YCR060W	0.22931156
YKR034W	0.4111984
YPL160W	0.21624231
YJL139C	0.21858653
YDR123C	0.5956054
YBR278W	0.6204498
YNL137C	0.28154376
YOR178C	0.46720612
YMR267W	0.234736
YKR050W	0.5464375
YDL205C	0.16010948
YER044C-A	0.19263668
YML105C	0.56928563
YOL103W	0.33435696
YGR220C	0.47130656
YAL018C	0.24415861
YAL022C	0.43012655
YGR037C	0.37901726
YNL073W	0.15839371
YHL032C	0.21171764
YIL155C	0.22633108
YER023W	0.20629698
YDR300C	0.26351398
YPR058W	0.25357062
YLR205C	0.25904563
YKL119C	0.2957764
YNR041C	0.27298513
YDR405W	0.41582394
YCR028C-A	0.3397883
YBR249C	0.30590412
YGR286C	0.27609318
YIR032C	0.26949042
YKL192C	0.19391514
YKL189W	0.26085204
YLR172C	0.2181426
YBR221C	0.23820594
YJL101C	0.21476124
YPL121C	0.46760395
YFR052W	0.1664441
YLR067C	0.16283648
YJL201W	0.38363814
YMR023C	0.14476107
YBR169C	0.3319653
YPR017C	0.17992833
YEL050C	0.47509205
YEL048C	0.13968705
YEL044W	0.5359012
YER163C	0.44953093
YEL011W	0.21110643
YGL032C	0.17744717
YBL013W	0.26711145
YBL014C	0.3447624
YJR144W	0.33830097
YBL010C	0.34696868
YGL255W	0.33729652
YGL254W	0.58026814
YBR212W	0.6744091
YOR185C	0.28103685
YDL210W	0.2629596
YMR133W	0.6315051
YMR302C	0.30383042
YOR196C	0.4042662
YHR147C	0.31004727
YNR002C	0.2966961
YPL179W	0.44569263
YBL005W	0.2543097
YKL013C	0.37960845
YER167W	0.92304236
YPL270W	0.29816133
YBR153W	0.26998767
YBR117C	0.34485343
YDL215C	0.16329451
YGR006W	0.4252728
YGR007W	0.22045185
YKL032C	0.89320546
YOR045W	0.40845418
YKR061W	0.23380224
YLL011W	0.46682012
YBR251W	0.40324503
YOR010C	0.56871146
YBL080C	0.20580223
YOR219C	0.26251954
YNL076W	0.8512319
YDR461W	0.5650449
YNL145W	0.43787327
YBL055C	0.1486256
YBL057C	0.42517096
YKL186C	0.40488696
YKL179C	0.68939227
YKL176C	0.39060676
YKL175W	0.57441604
YKL100C	0.31492686
YKL110C	0.19185089
YJR099W	0.32017228
YDR304C	0.27951834
YBL069W	0.17090231
YIR012W	0.2562177
YGL215W	0.5199176
YOR143C	0.16870035
YKL020C	0.4582506
YJR159W	0.18470286
YKL065C	0.5589381
YKL061W	0.25925002
YKL055C	0.17054138
YAR071W	0.15292794
YKL170W	0.13818389
YKL132C	0.1936527
YKL198C	0.48920822
YKL168C	0.52665085
YKL081W	0.3143595
YNL093W	0.33747908
YKR064W	0.28297982
YKL214C	0.76136625
YKL207W	0.49339855
YKL206C	0.15850283
YKL201C	0.32220528
YKL160W	0.65298486
YKL151C	0.22643943
YKL146W	0.52388465
YKL137W	0.30597124
YKL128C	0.2177767
YKL125W	0.3785529
YKL043W	0.5567984
YKL033W	0.22079307
YKL027W	0.25922605
YKL005C	0.43085015
YKR013W	0.54782075
YKR019C	0.7773448
YKR022C	0.66061354
YKR024C	0.37914377
YKR025W	0.7051953
YKR051W	0.33685774
YKR060W	0.14542456
YKR062W	0.50445275999999994
YKR065C	0.18466644
YKR079C	0.21416081
YKR088C	0.39004397
YKR090W	0.7570891
YKR091W	0.7323713
YKR096W	0.4023411
YKR100C	0.85669
YKR106W	0.21573853
YMR294W	0.5696072
YMR024W	0.19104029
YLR439W	0.32595074
YDR237W	0.29140672
YNL284C	0.3869737
YDL202W	0.2844691
YLR312W-A	0.14950119
YMR193W	0.34423715
YBR282W	0.41099748
