ensembl_gene_id	uniprotswissprot	lddt
YPR024W	P32795	78.63
YGL158W	P38622	65.02
YFR011C	P43594	75.96
YBR007C	P38213	52.02
YKL122C	P32342	70.08
YML122C	Q03207	43.14
YPL152W-A	Q8TGR9	68.5
YOR124C	Q01476	82.9
YER089C	P39966	82.8
YGR262C	P53323	93.82
YLR227C	Q05955	74.07
YDR201W	Q03954	80.75
YGL200C	P32803	86.36
YJR094W-A	P0CX25	96.32
YJR094W-A	P0CX26	96.16
YIL084C	P40505	69.32
YCL001W-B	Q96VH2	76.49
YGL117W	P53133	69.93
YGL186C	P53099	82.48
YGR010W	P53204	77.43
YLR012C	Q07927	66.68
YHL009C	P38749	66.01
YLR111W	Q12528	55.29
YLR152C	P54072	69.03
YLR370C	Q05933	90.51
YMR036C	P23748	58.52
YML012W	P54837	90.9
YOL025W	Q92325	80.97
YOR057W	Q08446	77.06
YOR265W	P48606	96.89
YGR198W	P46951	88.47
YJL052W	P00360	98.24
YNL054W	P53950	48.12
YNR006W	P40343	67.32
YBR146W	P38120	88.73
YML100W	P38427	73.13
YPL187W	P01149	53.84
YGL058W	P06104	92.24
YNL261W	P50874	77.39
YOL127W	P04456	93.45
YOR107W	Q99188	64.96
YGL226W	P53077	85.95
YGL055W	P21147	86.89
YIL039W	P40533	93.36
YLL026W	P31539	84.55
YGL184C	P53101	91.56
YDR163W	Q03772	72.56
YLR289W	P46943	81.52
YDL146W	Q12342	82.61
YBR171W	P33754	86.99
YPR191W	P07257	91.44
YER179W	P25453	91.05
YFR022W	P43602	65.41
YHR138C	P38841	87.09
YBL028C	P38202	79.72
YEL011W	P32775	96.09
YBR135W	P20486	91.3
YOL142W	Q08285	92.89
YGL151W	P53114	74
YJR139C	P31116	96.34
YKR100C	P36169	55.43
YCR017C	P25618	89.3
YLL066W-B	Q8TGJ7	53.93
YHR166C	P16522	80.57
YBR264C	P38146	86.57
YDR363W-A	O94742	72.11
YDL089W	Q12066	63.36
YHR151C	P38849	84
YIR003W	P40563	56.19
YAR050W	P32768	56.03
YOR239W	Q08641	65.08
YOL091W	Q12411	62.83
YJR158W	P47185	83.99
YOR317W	P30624	92.69
YDR385W	P32324	89.98
YBR043C	P38227	73.13
YMR312W	Q04868	88.74
YDR331W	P49018	80.29
YGR101W	P53259	75.75
YDR196C	Q03941	91.27
YFR047C	P43619	96.29
YJL089W	P46954	68.3
YNL188W	P11927	53.3
YBL059W	P34224	65.7
YKR083C	P36162	74.69
YML112W	P46963	80.18
YOR370C	P32864	83.16
YDR116C	Q04599	83.2
YDR001C	P32356	90
YLR114C	Q12500	72.15
YDL230W	P25044	93.13
YDR160W	Q03770	72.19
YER166W	P32660	75.48
YML099C	P05085	68.42
YML123C	P25297	87.75
YJL077W-B	Q8TGT3	78.18
YJL016W	P47072	70.9
YMR141C	P40211	56.62
YDR123C	P26798	68.14
YBR131W	P38273	62.77
YNL146W	P53906	60.77
YOR211C	P32266	75.77
YHL014C	P38746	87.89
YDR322W	Q06678	93.23
YDR040C	P13587	80.41
YER061C	P39525	95.18
YDR025W	P0CX47	87.88
YDR025W	P0CX48	88.89
YIR031C	P21826	97.16
YDR046C	P41815	83.51
YMR236W	Q05027	79.66
YDL057W	Q07379	94.03
YDL248W	Q07788	84.22
YCR097W	P0CY11	82.87
YFL051C	P43552	76.67
YPL063W	Q02776	76.91
YER082C	P40055	88.13
YLR213C	Q05790	87.1
YKL189W	P32464	87.97
YER118C	P40073	64.54
YJR007W	P20459	80.82
YER152C	P10356	95.57
YBR233W-A	P69850	78.58
YDR029W	Q12111	63.47
YLR146C	Q12455	95.39
YAR019C	P27636	74.28
YPR007C	Q12188	51.37
YHR021C	P38711	92.04
YHR198C	P38884	80.15
YOR191W	Q08562	65.02
YLR445W	Q06201	78.12
YBR092C	P24031	93.5
YNL211C	P53869	82.08
YBR126C	Q00764	93.07
YOL064C	P32179	94.6
YGL230C	P53074	54.15
YJR096W	P47137	97.9
YGR103W	P53261	75.47
YBR057C	P38236	63.28
YGR096W	P53257	87.13
YBR086C	P38250	66.75
YIL074C	P40510	89.78
YDR485C	Q03388	58.57
YIL022W	Q01852	70.77
YHL034C	P10080	66.02
YNR021W	P53723	87.67
YFL054C	P43549	64.08
YAR029W	P39549	66.51
YLL053C	P0CD98	95.68
YKL113C	P26793	91.59
YLR333C	P0C0T4	83.13
YOL049W	Q08220	94.1
YPR084W	Q06821	71
YGR112W	P53266	76.14
YER107C	P40066	92.89
YHR124W	P38830	66.37
YPL149W	Q12380	87.79
YIL030C	P40318	69.6
YMR204C	Q03694	61.2
YAR002W	P39705	52.84
YBR281C	P38149	86.72
YJR065C	P47117	87.17
YNL201C	P40164	75.58
YNR033W	P37254	91.09
YNR034W	P50278	86.1
YDR408C	P04161	97.31
YMR011W	P23585	86.9
YOL043C	Q08214	82.4
YDR038C	Q12691	80.52
YDL204W	Q12443	59.35
YDR019C	P48015	94.66
YHR011W	P38705	92.72
YML008C	P25087	90.49
YHR096C	P38695	83.19
YMR109W	Q04439	78.01
YOR043W	P12611	75.21
YLR082C	Q12020	47.23
YNL272C	P17065	64.33
YNL245C	P53854	77.17
YNR074C	P52923	95.18
YBL103C	P38165	57.32
YLR193C	Q05776	93.14
YPL089C	Q12224	51.04
YCR043C	P25361	65.74
YIL140W	P38928	66.64
YKL213C	P36037	89.48
YLL043W	P23900	63.38
YDR477W	P06782	70.11
YJL019W	P47069	62.12
YJR082C	P47128	72.21
YMR004W	P40959	81.01
YNL123W	P53920	88.97
YER020W	P10823	78.33
YOR104W	Q12057	59.22
YJL181W	P46987	67.44
YLR337C	P37370	54.76
YHR185C	P38872	51.33
YLL066W-A	P0CX99	39.97
YLL066W-A	P0CY00	39.69
YLL066W-A	P0CY01	37.01
YLR039C	P40395	77.6
YDR254W	P38907	76.8
YLR457C	P52919	66.71
YER125W	P39940	76.13
YDR514C	Q04408	84.36
YGL013C	P12383	73.7
YLR377C	P09201	92.86
YOL114C	Q12322	85.51
YLR104W	Q08045	85.91
YPR166C	P10663	93.27
YER122C	P38682	67.49
YLR319C	P41697	65.07
YHR190W	P29704	93.97
YKL154W	P36057	89.76
YGL076C	P05737	94.4
YKR063C	P36146	70.99
YPR167C	P18408	96.02
YIL031W	P40537	59.24
YJR095W	P33303	73.82
YLL003W	Q12369	67.34
YPL231W	P19097	87.73
YDR296W	Q06630	87.79
YMR158C-A	Q3E843	74.14
YPR025C	P37366	82.1
YLR004C	Q07904	80.5
YOR220W	Q12044	64.85
YLR407W	Q06070	66.82
YLR336C	Q06132	71.45
YOR378W	Q08902	88.98
YPL098C	Q02889	74.67
YBR159W	P38286	95.96
YLR430W	Q00416	71.33
YBR118W	P02994	89.5
YHR075C	P38796	81.41
YKL163W	Q03180	67.46
YMR216C	Q03656	68.42
YLR436C	Q06673	60.87
YGR067C	P53243	43.43
YMR159C	Q03818	83.16
YJR086W	P18852	83.68
YDL216C	Q12468	60.24
YLR347C	Q06142	94.11
YLR324W	Q06169	71.31
YKL174C	P36029	80.08
YBL004W	P35194	81.3
YFR024C-A	P43603	66.36
YOL059W	P41911	83.52
YPR147C	Q06522	95.2
YBR163W	P38289	81.17
YGR094W	P07806	88.52
YMR272C	Q03529	90.06
YDL100C	Q12154	84.09
YLR460C	P54007	96.9
YMR106C	Q04437	81.81
YBL013W	P32785	86.35
YLR113W	P32485	80.67
YGL226C-A	Q92316	91.09
YGR045C	P53229	47.36
YNR016C	Q00955	84.41
YGR175C	P32476	94.8
YBL112C	Q3E7Y4	69.44
YFR045W	P43617	80.81
YLR046C	Q12253	78.32
YER038W-A	A0A023PZB3	52.64
YPL129W	P35189	86.36
YGL008C	P05030	77.81
YBR231C	P38326	74.63
YLR125W	Q12138	56.91
YKL134C	P35999	90.37
YIL014W	P40549	90.5
YLR196W	P21304	81.69
YHR117W	P38825	82.63
YER057C	P40037	97.04
YML092C	P23639	94.06
YFR002W	P34077	80.71
YKR011C	Q02209	70.43
YKL005C	P36106	59.21
YNL223W	P53867	73.23
YCR095W-A	Q3E787	75.12
YPR153W	Q06537	85.74
YHR109W	P38818	89.15
YGR108W	P24868	72
YNR032C-A	Q6Q546	97.22
YDL124W	Q07551	96.93
YNL133C	P53913	79.33
YLR363W-A	Q3E747	75.98
YPR164W	Q06211	70.73
YBL066C	P34228	62.31
YGR218W	P30822	89
YPL026C	Q12505	77.39
YKL069W	P36088	93.32
YML104C	Q01846	67.75
YML058W	Q04964	67.41
YPR001W	P43635	92.61
YGR205W	P42938	95.68
YBR008C	P38124	84.93
YFL012W	P43580	33.02
YIL137C	P40462	92.13
YOR386W	P05066	93.62
YBL015W	P32316	96.11
YHR207C	P38890	75.93
YPL282C	P0CE86	53.01
YPL282C	P0CE87	51.96
YHR132W-A	Q9P305	67.39
YLL061W	Q12372	82.5
YPR178W	P20053	85.83
YJL077C	P47034	42.14
YMR148W	P40219	71.76
YHR015W	P38760	67.81
Q0105	P00163	98.11
YOL027C	Q08179	71.76
YDL227C	P09932	91.07
YHL015W	P38701	87.74
YEL033W	P32633	55.82
YBR038W	P14180	72.78
YHR090C	P38806	76.23
YKL006W	P36105	94.61
YDL111C	Q12277	94.81
YBL018C	P38208	90.81
YLR119W	Q99176	83.63
YPR061C	Q12350	74.67
YIR037W	P40581	96.44
YMR168C	P40969	88.19
YKL187C	P34231	77.58
YML063W	P23248	86.64
YIL127C	P40470	80.16
YER006W	P40010	75.83
YGL073W	P10961	51.64
YNL178W	P05750	91.51
YNL065W	P53943	80.94
YDR324C	Q06679	84.2
YDL170W	P26370	82.19
YDR317W	Q06674	84.33
YOL155C	Q05164	51.55
YDR436W	P33329	65.82
YLR163C	P10507	94.69
YBR253W	P32570	80.73
YPL180W	Q08921	54.07
YHR189W	P38876	94.1
YIL143C	Q00578	72.38
YDR208W	P38994	61.17
YIL079C	P40507	61.98
YKR035W-A	P69771	81.5
YLL014W	Q12431	81.58
YHR001W-A	P37299	71.82
YKL182W	P07149	93.15
YHR108W	P38817	74.23
YPL019C	Q02725	74.6
YDR386W	Q04149	74.76
YFL033C	P43565	53.17
YIR008C	P10363	94.37
YHR006W	P38704	56.84
YMR008C	P39105	85.74
YBR058C	P38237	83.2
YDR504C	Q04398	66.39
YAL039C	P06182	81.5
YJR006W	P46957	88.72
YNR043W	P32377	94.82
Q0143	Q9ZZW3	55.16
YIL040W	P40532	78.47
YLR129W	Q12220	84.9
YFL021W	P43574	52.12
YGL009C	P07264	89.82
YIL129C	P40468	72.14
YGL095C	P38932	87.77
YJR072C	P47122	78.61
YHR147C	P32904	91.88
YOR375C	P07262	96.26
YPL258C	Q08975	94.05
YGL137W	P41811	88.64
YNL021W	P53973	88.84
YOR100C	Q12289	84.84
YKL099C	P34247	88.37
YLR173W	Q06247	81.01
YPL022W	P06777	72.44
YOL026C	Q08176	66.14
YIL124W	P40471	95.07
YNL124W	P53919	63.5
YJL118W	P47022	38.12
YOL012C	Q12692	87.31
YPL279C	Q08991	89.88
YLR090W	P39102	76.45
YMR177W	Q03218	69.46
YGR105W	P41806	84.87
YNL312W	P26754	76.42
YBL084C	P38042	71.74
YFL008W	P32908	81.71
YDL220C	P32797	68.57
YNL143C	P53908	53.75
YOR026W	P26449	93.46
YIL042C	P40530	81.11
YGR001C	P53200	89.85
YMR213W	Q03654	74.79
YMR192W	Q04322	72.52
YDR258C	P33416	79.54
YAL022C	P31381	79.2
YOR359W	Q08831	56.08
YDR176W	P32494	64.6
YDL099W	Q12191	63.47
YDR380W	Q06408	93.49
YDL110C	Q12513	76.78
YOR250C	Q08685	91.57
YFL019C	P43576	35.99
Q0055	P03876	71.29
YDR148C	P19262	75.72
YER007W	P39937	87.04
YBR077C	P38247	90.13
YOL013C	Q08109	71.18
YDL201W	Q12009	90.41
YDL107W	P40990	90.8
YNL251C	P53617	71.67
YOR272W	Q12024	83.87
YER078W-A	Q3E7A2	61.63
YPR193C	Q06592	93.9
YJL184W	P46984	82.36
YGL173C	P22147	77.07
YPL001W	Q12341	93.88
YGL086W	P40957	75.57
YPR083W	Q06820	62.24
YGR223C	P50079	82.18
YMR014W	Q04347	72.15
YMR020W	P50264	96.78
YDR515W	Q12034	59.54
YEL002C	P33767	87.68
YKL179C	P34237	77.45
YAL011W	P31376	72.49
YMR208W	P07277	92.88
YBL087C	P0CX41	95.38
YBL087C	P0CX42	95.44
YNL299W	P48561	67.53
YPR195C	Q06594	44.51
YJR133W	P47165	90.12
YCL009C	P25605	87.84
YLR259C	P19882	88.35
YOL164W-A	Q3E7A5	55.01
YGR077C	P53248	87
YOL082W	P35193	48.98
YBR098W	P38257	61.64
YLR219W	Q05812	56.02
YDR378C	Q06406	88.49
YLR401C	Q06053	82.88
YGR285C	P32527	87.63
YHR092C	P32467	82.97
YML098W	P11747	74.87
YFR005C	P43589	89.5
YMR133W	P32841	60.67
YNR049C	P53604	56.88
YLL058W	Q12198	93.27
YOR035C	P51534	88.62
YML028W	P34760	97.34
YNL163C	P53893	76.02
YPL057C	P33300	83.07
YHR080C	P38800	58.45
YEL064C	P39981	84.63
YDR473C	Q03338	77.49
YLR177W	Q06251	67.52
YJR025C	P47096	93.8
YGL080W	P53157	86.71
YDR403W	P21623	90.88
YGL207W	P32558	83.61
YGR261C	P46682	77.46
YBR239C	P38140	72.46
YMR285C	Q03264	87.45
YDR268W	P04803	90.09
YER103W	P22202	89.63
YMR040W	Q04210	87.4
YBR168W	P38292	75.37
YPL211W	Q08962	93.4
YMR094W	P35203	79.66
YDR409W	Q04195	61.74
YMR189W	P49095	93.79
YIL115C	P40477	59.12
YBL046W	P38193	63.4
YBR003W	P18900	78.22
YOL016C	P22517	76.66
YDR173C	P07250	82.09
YNR073C	P0CX08	96.16
YNR073C	P0CX09	96.09
YBR215W	Q01448	54.94
YOR007C	Q12118	78.68
YDR389W	P17121	60.83
YKL047W	P36090	82.79
YER007C-A	P89886	95.95
YLR415C	O13578	50.51
YNL127W	P53917	73.72
YHR022C	P38763	80.69
YKL049C	P36012	74.05
YML128C	Q03104	64.82
YGL140C	P53120	70.11
YDR165W	Q03774	91.25
YML022W	P49435	94.06
YKL220C	P36033	88.86
YKL183W	P34234	69.85
YLR467W	P0CX20	66.49
YLR467W	P0CX21	65.6
YLR467W	P0CX22	65.38
YDL113C	Q07528	69.7
YLR302C	O13544	46.66
YGL078C	P20447	82.47
YBL025W	P38204	70.31
YMR299C	Q04949	81.44
YGR164W	P53291	45.38
YGR150C	P48237	75.68
YKL181W	P32895	81.96
YPL041C	Q03079	67.49
YDR086C	P35179	84.72
YBR105C	P38263	68.86
YJL095W	Q01389	51.94
YKL088W	P36076	63.99
YDL021W	Q12008	90.34
YDR023W	P07284	94.92
YHL027W	P33400	48.94
YBR200W	P29366	69.28
YCR014C	P25615	82.15
YPR003C	P53394	78.41
YLR185W	P49166	93.73
YPL181W	Q08923	63.02
YOL160W	Q08321	38.44
YER093C-A	P87275	82.42
YGL006W-A	Q3E802	76.55
YNL118C	P53550	52.4
YCL036W	P25370	81.66
YGR196C	P46949	49.11
YLR060W	P15624	94.11
YJR147W	P47175	73.91
YDR394W	P33298	82.12
YCR051W	P25631	82.41
YHL003C	P38703	84.56
YOR361C	P06103	86.48
YPR168W	Q06213	91.18
YDR320C-A	P69851	95.98
YBR248C	P33734	95.27
YHR070W	P38793	87.21
YDR003W-A	Q3E7Z7	56.13
YPL040C	P48526	91.17
YHR150W	P38848	66.5
YGL197W	P53094	56.95
YOL158C	Q08299	83.36
YJL043W	P47053	50.27
YER120W	P40075	77.21
YMR227C	Q05021	69.62
YBR145W	P38113	96.18
YMR119W	P54074	65.48
YGR136W	P53281	67.81
YFL022C	P15625	89.75
YDR183W	Q04004	78.44
YER033C	P40021	47.06
YNL189W	Q02821	87.45
YBL047C	P34216	57.74
YKL209C	P12866	80.24
YMR255W	Q04839	65.19
YOR315W	Q12507	57.03
YDR245W	P50108	79.3
YJL107C	P42947	60.55
YNL290W	P38629	90.79
YKR019C	P36115	56.07
YGR153W	P48238	43.49
YGL159W	P53110	90.75
YGR286C	P32451	91.57
YJL012C	P47075	82.68
YAL001C	P34111	71.42
YBL014C	P32786	68.65
YNL250W	P12753	78.65
YNL314W	P21705	68.86
YNL227C	P53863	70.74
YER054C	P40036	58.13
YBR062C	P38239	75.48
YDL154W	Q12175	79.62
YDL184C	P0CX86	94.45
YDL184C	P0CX87	94.27
YOR010C	P33890	59.32
YDR153C	Q03769	68.14
YMR024W	P36516	84.57
YNL218W	P40151	80.73
YPL070W	Q02866	60.94
YBL092W	P38061	93.2
YGL254W	P32805	53.81
YHR133C	P38837	70.53
YPR159W	P32486	75.68
YML054C	P00175	86.06
YMR317W	Q04893	36.31
YAL056W	P39717	67.58
YOR384W	Q08908	88.49
YPL002C	Q12483	82.39
YLR303W	P06106	94.87
YNL004W	P38922	65.19
YIL035C	P15790	95.15
YGR023W	P53214	53.95
YNR023W	P53628	69.12
YNL092W	P53934	92.85
YMR084W	A2P2R3	84.6
YGL063W	P53167	93.99
YMR274C	Q03530	92.22
YDR014W-A	Q03937	71.1
YLL029W	Q07825	87.46
YJR121W	P00830	86.35
YDR434W	Q04080	83.98
YHR215W	P38693	93.74
YGL154C	P50113	88.98
YLR285C-A	Q3E771	68.81
YLR001C	Q07895	84.62
YGL035C	P27705	50.8
YPL227C	P40350	92.15
YOR234C	P41056	97.25
YGR009C	P40357	61.88
YOR283W	Q12040	90.56
YBR240C	P38141	71.06
YGR034W	P53221	95.64
YJL145W	P47008	92.28
YHL020C	P21957	62.4
YJL153C	P11986	95.2
YDL002C	Q03435	78.64
YOR020W-A	Q3E824	61.75
YDR225W	P04911	90.36
YER164W	P32657	70.83
YHR101C	P38813	84.31
YJL088W	P05150	94.67
YMR215W	Q03655	86.08
YDR418W	P0CX53	70.42
YDR418W	P0CX54	70.14
YOL045W	Q08217	66.47
YCL045C	P25574	82.36
YPL067C	Q02754	90.04
YHR046C	P38710	95.19
YIL176C	P0CE89	70.41
YIL176C	P0CE88	70.33
YBR251W	P33759	91.3
YNL233W	P53858	50.58
YPL236C	Q12003	86.86
YPL151C	Q12417	81.28
YGL064C	P53166	73.7
YMR277W	Q03254	78.36
YJR064W	P40413	86.79
YOL128C	Q12222	87.94
YCL005W	P25587	63.68
YPL234C	P32842	86.73
YNL155W	P53899	70.74
YOR360C	P06776	89.68
YDR224C	P02293	84.04
YER139C	P40084	82.89
YJL137C	P47011	77.8
YLR015W	P43132	84.21
YMR033W	Q05123	90.11
YOL097C	Q12109	92.65
YHR182W	P38870	70.65
YIL006W	P40556	74.22
YDR502C	P19358	97.43
YDR447C	P14127	88.44
YDL039C	Q12459	29.44
YJL074C	P47037	80.74
YOR164C	Q12125	93.42
YKL166C	P05986	84.24
YEL042W	P32621	85.94
YGR118W	P0CX29	93.82
YGR118W	P0CX30	94
YDL225W	Q07657	71.15
YNL020C	P53974	66.08
YPL015C	P53686	85.84
YHR098C	P38810	85.35
YKL016C	P30902	80.87
YNL076W	P34072	53.45
YBR199W	P38131	93.12
YML041C	Q03433	62.88
YJL111W	P42943	86.1
YKR086W	P15938	72.51
YLR432W	P50095	94.36
YDR259C	Q03935	67.96
YIL048W	P40527	78.98
YBR128C	P38270	76.19
YBR139W	P38109	88.37
YLR081W	P13181	83.32
YPR035W	P32288	96.56
YMR305C	Q04951	78.79
YNL200C	P40165	95.22
YGR277C	P53332	88.04
YNL177C	P53881	85.99
YNL077W	P53940	75.55
YOR175C	Q08548	86.08
YPR037C	Q12284	86.12
YPR184W	Q06625	92.23
YPL135W	Q03020	85.73
YPL215W	P21560	82.97
YMR315W-A	Q8TGS4	67.96
YMR237W	Q05029	89.63
YNL293W	P48566	70.67
YDR495C	P23643	78.88
YCR088W	P15891	66.86
YKL141W	P33421	84.84
YDR357C	Q06333	87.83
YNL098C	P01120	72.53
YML095C	P06838	77.72
YIL066C	P21672	89.26
YLR166C	Q06245	65.4
YDR370C	Q06349	83.62
YKL065C	P35723	79.71
YBR054W	P38079	85.09
YIR029W	P25335	95.21
YDR298C	P09457	82.59
YCR037C	P25360	71.78
YGR232W	P50086	97.96
YIR018C-A	Q3E7Z3	83.46
YBL039W-B	P0C268	71.05
YMR018W	Q04364	66.95
YKL013C	P33204	93.66
YGR227W	P50076	92.12
YHR120W	P25846	82.34
YDR276C	P87284	89.13
YBR072W	P15992	70.41
YJL158C	P47001	78.27
YKL040C	P32860	83.13
YPL112C	Q02969	77.26
YBR111C	Q01976	90.33
YAL013W	P31385	65.4
YMR163C	Q03824	55.67
YGL142C	P30777	91.28
YIL094C	P40495	92.43
YHL030W	P38737	81.64
YML027W	P34161	61.72
YJR016C	P39522	94.59
YNR004W	P40342	79.35
YGL143C	P30775	82.59
YNL049C	P53953	87.96
YCR077C	P25644	67.36
YLR383W	Q12749	80.01
YGR222W	P10834	79.92
YDL247W	P0CD99	78.52
YOR086C	Q12466	81.34
YGL045W	P53179	73.98
YBL001C	P35195	97.18
YGL253W	P04807	96.02
YIL103W	P40487	87.95
YKR061W	P33550	89.67
YKL096W	P28319	74.91
YDR406W	Q04182	79.95
YNR019W	P53629	73.84
YOR242C	Q08646	67.18
YJR099W	P35127	89.66
YGR257C	P53320	75.6
YDR273W	Q05610	56.22
YKR050W	P28584	66.93
YER008C	P33332	66.6
YNL031C	P61830	87.04
YDR453C	Q04120	97.42
YPL154C	P07267	86.54
YJL208C	P08466	85.39
YDR383C	Q12493	74.02
YOR155C	Q99312	88.89
YFL028C	P43569	85.46
YGL131C	P53127	70.65
YJL048C	P47049	62.82
YBR110W	P16661	93.4
YJL197W	P39538	74.91
YMR162C	Q12674	70.78
YLR035C	Q07980	65.35
YER114C	P39969	56.5
YDR375C	P32839	80.49
YMR158W	Q03799	96
YOL019W-A	Q8TGS2	71.49
YMR210W	Q03649	91.81
YER034W	P40022	72.23
YOL030W	Q08193	83.58
YBL111C	Q3E7Y5	68.22
YJR074W	P47123	87.05
YEL008W	P40001	35.04
YMR316C-A	I2HB70	63.87
YNL019C	P53975	57.45
YNL214W	P40155	73.07
YGR263C	P53324	87.83
YGL049C	P39936	60.28
YLR044C	P06169	98.42
YER014W	P40012	93.72
YOR323C	P54885	94.64
YDL161W	Q12518	70.21
YIL155C	P32191	87.29
YMR241W	Q04013	82.09
YDL051W	P33399	78.99
YER143W	P40087	79.26
YBL036C	P38197	93.96
YCR009C	P25343	90.15
YMR205C	P16862	89.68
YMR235C	P11745	93.7
YIL152W	P40455	44.56
YFL052W	P43551	85.11
YDR084C	P38962	83.86
YDL056W	P39678	68.47
YHR051W	P00427	86.47
YPR094W	Q06835	90.78
YHR130C	P38834	63.52
YLR293C	P32835	90.23
YGR296C-B	P0CX95	38.49
YGR296C-B	P0CX94	40.27
YGR296C-B	P0CX96	39.19
YGR296C-B	P0CX98	39.12
YGR296C-B	P0CX97	37.69
YHR149C	P32900	49.79
YLR192C	Q05775	68.75
YOL017W	Q08119	66.84
YJL127C-B	Q3E828	74.18
YLR300W	P23776	93.79
YHR127W	P38833	70.92
YMR047C	Q02630	50.3
YNL006W	P41318	91.87
YER053C-A	Q3E7B0	86.82
YHR194W	P38880	76.54
YOR233W	Q01919	55.31
YPR074C	P23254	98.14
YNR030W	P53730	91.04
YDR344C	Q05510	39.32
YDR320C	Q06677	64.51
YLR098C	P43634	75.68
YPL056C	Q02786	37.27
YLR448W	P05739	93.3
YLR381W	Q12748	82.48
YGL202W	P53090	95.54
YDR221W	Q04924	81.14
YMR259C	Q03496	87.7
YMR175W-A	Q3E766	55.49
YHR213W-A	Q8TGT4	75.17
YNL038W	P53961	80.18
YMR281W	P23797	89.94
YCR098C	P25346	80.65
YGL258W-A	Q3E740	80.53
YNL090W	P06781	90.72
YER028C	P39943	47.68
YKL170W	P35996	92.79
YKR046C	P36139	71.2
YIL046W-A	Q3E7Z4	68.16
YBR033W	P38073	59.49
YMR261C	P38426	74.16
YNL151C	P17890	63.88
YHR203C	P0CX35	94.98
YHR203C	P0CX36	94.98
YDR456W	Q04121	73.51
YDL036C	Q12069	86.52
YER048C	P39101	79.25
YKL210W	P22515	93.87
YDL217C	Q12328	72.46
YBR096W	P38256	95.77
YGR133W	P29340	91.61
YER044C	P40030	95.66
YNL254C	P53850	67.71
YPL189C-A	Q3E823	69.43
YGR109C	P32943	79.54
YDR334W	Q05471	63.76
YHR168W	P38860	77.16
YLR367W	Q3E7Y3	93.08
YOR083W	Q12416	57.93
YOL010W	Q08096	94.76
YKR002W	P29468	91.57
YPR082C	Q06819	93.35
YGR037C	P31787	95.35
YHR167W	O13539	75.06
YAL064W	P39711	54.49
YEL039C	P00045	95.23
YDL049C	P50112	78.03
YAR071W	P35842	93.62
YPR133C	Q06505	71.68
YGL077C	P19807	79.99
YNR008W	P40345	79.26
YOR118W	Q12108	86.25
YKL015W	P25502	67.93
YGR111W	P53265	94.69
YPL047W	Q03067	88.94
YBR030W	P38222	84.94
YJL078C	P47033	45.64
YDL164C	P04819	80.06
YIL002C	P40559	84.44
YNR038W	P53734	74.43
YLR309C	Q06704	77.07
YHR050W	P38778	76.19
YBL076C	P09436	91.2
YMR026C	Q04370	77.59
YLR299W	Q05902	88.19
YLR224W	Q05947	82.13
YGR016W	P53209	71.02
YLR029C	P05748	96.36
YER053C	P40035	90.59
YGR245C	P53313	72.77
YOR128C	P21264	92.41
YDR384C	Q12359	81.01
YML010W	P27692	64.35
YOL125W	Q12383	89.02
YOL004W	P22579	63.46
YJL165C	P38970	60.04
YLR373C	Q05934	72.76
YDR093W	Q12675	75.41
YDR071C	Q12447	94.57
YBR256C	P38145	96.15
YMR150C	P28627	85.04
YHR112C	P38716	96.74
YPL077C	Q02831	57.78
YOR177C	Q08550	59.23
YIL156W	P40453	64.4
YOR166C	Q12104	72.59
YDL143W	P39078	88.51
YOR006C	Q12094	76.57
YOR324C	Q99332	54.37
YKL009W	P33201	91.99
YIR012W	P35184	90.33
YGR287C	P53051	98.38
YLR092W	Q12325	78.08
YNL307C	P21965	91.27
YNL131W	P49334	75.83
YLL018C-A	Q3E731	83.2
YDR032C	Q12335	97.62
YKL108W	P34252	63.49
YPL272C	Q08984	80.05
YMR067C	P54730	74.57
YMR179W	P35209	51.79
YNL265C	P53843	79.01
YOL024W	Q08172	51.62
YOR033C	P39875	68.71
YOL033W	P48525	89.45
YMR126C	Q04216	72.55
YOL070C	Q08229	57.22
YOR116C	P04051	86.96
YGL244W	P53064	74.93
YGL057C	P53171	60.5
YBR162W-A	P38374	84.79
YNL175C	P53883	75.78
YNL042W	P53958	63.23
YIL112W	P40480	60
YDR063W	Q12156	93.35
YOL067C	P32607	75.75
YOR145C	Q99216	77.41
YKR097W	P10963	93.36
YDL166C	Q12055	92.86
YLR066W	Q12133	89.04
YGL187C	P04037	85.63
YBR156C	P38283	54.49
YOR304C-A	O14468	79.43
YPR108W-A	Q3E7B3	58.01
YOR192C	Q08579	84.79
YML032C	P06778	66.72
YNL022C	P53972	87.53
YJR117W	P47154	92.4
YBL008W-A	Q3E821	73.04
YBR297W	P38157	84.04
YLR146W-A	Q2V2P1	89.57
YER155C	P39960	63.35
YML018C	Q03730	83.97
YHR027C	P38764	63.11
YDR004W	P25301	73.54
YNL056W	P53949	90.48
YGR180C	P49723	86.34
YML081W	Q04545	57.55
YGR116W	P23615	80.82
YDR151C	P47976	63.63
YDR037W	P15180	91.3
YLR175W	P33322	82.38
YER050C	P40033	82.57
YGL181W	P40956	74.93
YMR003W	Q03673	67.04
YDL175C	Q12476	60.64
YHR214C-E	Q8TGK0	41.98
YER031C	P38555	83.14
YAR033W	P39552	79.83
YGR202C	P13259	72.47
YPR070W	Q12321	71.31
YKL071W	P36086	94.69
YOL109W	Q08245	66.23
YJR057W	P00572	95.13
YMR221C	Q04991	86.1
YPL176C	Q08919	87.49
