uniprot	mode
Q06625	0.119122736
Q06628	0.97733307
Q06629	0.15171576
Q06630	0.12274685
Q06631	0.9773398
Q06639	0.13855076
Q06648	0.9313401
Q06651	0.15113857
Q06671	0.14363034
Q06675	0.11860059
Q06676	0.33860034
Q06677	0.9726789
Q06679	0.11448878
Q06680	0.1507805
Q06681	0.9747667
Q06685	0.1454682
Q06696	0.13604197
Q06697	0.1175777
Q06703	0.13269533
Q06704	0.97139704
Q06705	0.112566225
Q06706	0.14751871
Q06708	0.14586154
Q06810	0.96143633
Q06817	0.12909454
Q06833	0.97654927
Q06836	0.975381
Q06892	0.13474052
Q07084	0.97067285
Q07350	0.47520053
Q07381	0.113763444
Q07418	0.9602685
Q07442	0.96177423
Q07457	0.14245068
Q07468	0.13627297
Q07471	0.14679144
Q07478	0.11794777
Q07508	0.1433101
Q07528	0.9747819
Q07532	0.8621175
Q07533	0.15503123
Q07540	0.14522824
Q07551	0.12536585
Q07560	0.13792911
Q07648	0.11809173
Q07651	0.9716423
Q07657	0.9737812
Q07688	0.13270783
Q07732	0.13888167
Q07791	0.14793864
Q07793	0.9765285
Q07794	0.13536069
Q07800	0.97718394
Q07804	0.14708501
Q07807	0.9769008
Q07821	0.111205
Q07824	0.16604128
Q07825	0.1539394
Q07830	0.14721623
Q07845	0.10938798
Q07878	0.15096626
Q07879	0.12934014
Q07896	0.14413205
Q07913	0.124215975
Q07914	0.24238932
Q07915	0.13591114
Q07923	0.11665012
Q07930	0.10715202
Q07938	0.12745285
Q07950	0.13888128
Q07953	0.1428594
Q07963	0.1286582
Q08001	0.15210086
Q08004	0.22283277
Q08032	0.10546237
Q08096	0.12554607
Q08108	0.14682221
Q08109	0.16340286
Q08144	0.11140704
Q08162	0.15066126
Q08179	0.11848271
Q08193	0.11452187
Q08204	0.14127772
Q08208	0.97505397
Q08214	0.14696452
Q08215	0.1606536
Q08217	0.14511237
Q08218	0.31093574
Q08220	0.13421384
Q08224	0.12591161
Q08229	0.9739238
Q08230	0.13832104
Q08231	0.13781878
Q08235	0.124339804
Q08236	0.97339857
Q08245	0.9861872
Q08273	0.13220671
Q08278	0.8806248
Q08281	0.976147
Q08282	0.13239719
Q08285	0.10809299
Q08387	0.12677377
Q08412	0.99075264
Q08417	0.169755
Q08438	0.97749126
Q08444	0.9767259
Q08446	0.8925069
Q08448	0.13061422
Q08465	0.1621261
Q08484	0.9747004
Q08490	0.9759631
Q08491	0.10901484
Q08492	0.9854021
Q08496	0.1251889
Q08548	0.20691721
Q08550	0.16127107
Q08558	0.17699423
Q08562	0.15216959
Q08581	0.9760427
Q08601	0.97712684
Q08641	0.97691613
Q08645	0.13105065
Q08647	0.1484432
Q08649	0.11244948
Q08650	0.14004
Q08651	0.15375516
Q08683	0.13223179
Q08685	0.12565896
Q08686	0.14846839
Q08689	0.120443955
Q08702	0.12927228
Q08723	0.114031486
Q08746	0.92272675
Q08747	0.14084187
Q08749	0.14598003
Q08754	0.13064168
Q08760	0.1999006
Q08773	0.13638145
Q08826	0.15675297
Q08831	0.9735186
Q08886	0.111814424
Q08887	0.93079746
Q08905	0.12873125
Q08920	0.9484172
Q08921	0.9800812
Q08923	0.9781146
Q08924	0.13146299
Q08925	0.15102422
Q08931	0.9343388
Q08949	0.1066121
Q08951	0.15540804
Q08955	0.24557173
Q08957	0.15042552
Q08959	0.16097918
Q08960	0.11198956
Q08962	0.12656218
Q08965	0.97673726
Q08967	0.16062015
Q08968	0.1388914
Q08972	0.11163279
Q08975	0.13401182
Q08985	0.11642021
Q08986	0.14717282
Q08992	0.16451663
Q10740	0.11998491
Q12003	0.1138213
Q12006	0.36857516
Q12009	0.11214796
Q12010	0.29037285
Q12017	0.91275656
Q12018	0.12414569
Q12019	0.12518753
Q12024	0.11744093
Q12030	0.9656268
Q12033	0.14073116
Q12038	0.15450436
Q12039	0.124540165
Q12041	0.9507613
Q12043	0.14451534
Q12045	0.15328306
Q12046	0.19804537
Q12048	0.120221674
Q12050	0.1451149
Q12051	0.12707163
Q12052	0.11795038
Q12055	0.12632632
Q12060	0.24469414
Q12063	0.11266476
Q12068	0.13259521
Q12071	0.13793445
Q12080	0.9803852
Q12088	0.14469606
Q12092	0.92102355
Q12093	0.117584676
Q12094	0.9766154
Q12098	0.9645767
Q12099	0.118786715
Q12100	0.9755342
Q12106	0.14532068
Q12112	0.9764708
Q12113	0.97573364
Q12114	0.9773074
Q12118	0.9759559
Q12123	0.13321881
Q12124	0.9768299
Q12127	0.13703722
Q12136	0.9764614
Q12141	0.976269
Q12142	0.975546
Q12146	0.12980711
Q12149	0.1582212
Q12150	0.13578221
Q12151	0.97582483
Q12154	0.11205991
Q12157	0.1378825
Q12158	0.97337323
Q12159	0.989229
Q12164	0.32046992
Q12166	0.123721264
Q12168	0.11241849
Q12173	0.11777143
Q12176	0.9767964
Q12178	0.13032582
Q12181	0.12265257
Q12184	0.14481974
Q12186	0.9776136
Q12188	0.97065574
Q12191	0.99015766
Q12193	0.9765018
Q12196	0.9759094
Q12198	0.13920622
Q12206	0.15655461
Q12207	0.21049152
Q12208	0.14330575
Q12211	0.11677486
Q12213	0.11081783
Q12216	0.9728553
Q12220	0.14390108
Q12223	0.12518832
Q12224	0.9766877
Q12229	0.122174874
Q12230	0.9740871
Q12236	0.97586966
Q12241	0.9698647
Q12246	0.11301936
Q12248	0.24997404
Q12250	0.120427184
Q12255	0.14314409
Q12256	0.15121391
Q12262	0.10738332
Q12263	0.9763942
Q12265	0.10771681
Q12267	0.9733723
Q12269	0.9766226
Q12271	0.14543734
Q12273	0.97623146
Q12277	0.12859991
Q12280	0.14224778
Q12284	0.12060185
Q12285	0.21554703
Q12287	0.91387916
Q12292	0.12911539
Q12297	0.97107863
Q12300	0.14457798
Q12303	0.14297661
Q12305	0.32295984
Q12306	0.37260094
Q12309	0.14988518
Q12311	0.14876953
Q12315	0.15669954
Q12316	0.9765018
Q12317	0.11864511
Q12320	0.13955414
Q12321	0.14784518
Q12324	0.1540726
Q12328	0.13307181
Q12330	0.254007
Q12333	0.15561393
Q12334	0.9627029
Q12339	0.9761844
Q12341	0.1342977
Q12343	0.12205488
Q12344	0.9773195
Q12349	0.96926796
Q12355	0.12962598
Q12361	0.14377889
Q12362	0.2383105
Q12363	0.14465421
Q12365	0.96309924
Q12366	0.120130375
Q12373	0.97694397
Q12377	0.112788856
Q12379	0.974054
Q12380	0.12911642
Q12382	0.11657916
Q12383	0.14742672
Q12386	0.12309879
Q12389	0.9696493
Q12396	0.12015393
Q12400	0.11853999
Q12402	0.31762534
Q12404	0.1382161
Q12406	0.14826885
Q12411	0.9137988
Q12414	0.97629577
Q12416	0.998186
Q12417	0.14332525
Q12421	0.33677268
Q12425	0.11117046
Q12429	0.13184234
Q12432	0.108985946
Q12438	0.118073985
Q12440	0.13659078
Q12443	0.9759459
Q12445	0.9221076
Q12446	0.9773804
Q12449	0.11527335
Q12451	0.14316866
Q12452	0.12759909
Q12457	0.12265572
Q12460	0.10704131
Q12461	0.13470583
Q12462	0.15800098
Q12463	0.12082788
Q12464	0.23412535
Q12465	0.107046895
Q12466	0.1120439
Q12468	0.10567367
Q12469	0.13151199
Q12472	0.9757776
Q12473	0.15031269
Q12476	0.97388273
Q12477	0.11685294
Q12481	0.9848666
Q12482	0.12949638
Q12483	0.11485937
Q12488	0.1293087
Q12490	0.975895
Q12491	0.97554624
Q12494	0.97158957
Q12495	0.9799642
Q12499	0.116924316
Q12501	0.9753318
Q12502	0.9770824
Q12505	0.1505642
Q12508	0.12698875
Q12509	0.14772454
Q12511	0.14002609
Q12513	0.9524983
Q12514	0.97540677
Q12517	0.1149364
Q12518	0.97468114
Q12522	0.14770493
Q12524	0.14076531
Q12527	0.15179098
Q12530	0.18769385
Q12532	0.12157332
Q12674	0.14734367
Q12675	0.9714223
Q12680	0.12905522
Q12691	0.12455345
Q12692	0.11933018
Q12697	0.1541158
Q12734	0.9292461
Q12745	0.14064199
Q12746	0.11339917
Q12748	0.13466015
Q12749	0.14627494
Q12754	0.13460222
Q3E754	0.30672005
Q3E757	0.33011305
Q3E772	0.9983648
Q3E792	0.18910861
Q3E793	0.23697978
Q3E7B6	0.32791477
Q3E7X9	0.69795567
Q3E833	0.12604956
Q3E840	0.11533971
Q3E846	0.2636246
Q6Q547	0.77389693
Q6WNK7	0.4216228
Q7LHG5	0.15195759
Q92316	0.3011169
Q92317	0.14588514
Q92325	0.1495364
Q92328	0.18948352
Q92331	0.9739029
Q92393	0.9765018
Q96VH5	0.87652373
Q99176	0.16381642
Q99190	0.16400906
Q99207	0.975896
Q99210	0.13752058
Q99216	0.9734987
Q99219	0.116098896
Q99220	0.10458408
Q99222	0.14427894
Q99231	0.9762502
Q99257	0.11785332
Q99258	0.1057751
Q99260	0.13649678
Q99271	0.97733754
Q99278	0.33596018
Q99287	0.1339583
Q99299	0.9794636
Q99312	0.16242552
Q99314	0.13405359
Q99315	0.14873958
Q99321	0.8096721
Q99325	0.17082942
Q99337	0.9764497
Q99380	0.5393306
Q99383	0.9784701
Q99385	0.14636347
Q99394	0.11074969
Q9P305	0.96696156
Q9URQ3	0.13533655
Q9ZZW7	0.13606918
Q9ZZX1	0.13682356
D6W196	0.1263292
O13525	0.11739643
O13559	0.15011391
O13577	0.97929645
O14455	0.34870207
O14464	0.115225695
O75012	0.23150256
P00045	0.47535846
P00425	0.47273389
P00427	0.11020095
P00447	0.13658005
P00856	0.55383086
P00899	0.15311998
P00931	0.13579579
P01097	0.95492715
P01098	0.77530515
P01149	0.113686666
P02381	0.150457
P03872	0.9751661
P03882	0.14168409
P04046	0.12684482
P04076	0.123403326
P04161	0.13856515
P04173	0.123414755
P04650	0.6383705
P04801	0.14661345
P04803	0.13000101
P05085	0.1546883
P05316	0.1629169
P05694	0.12158999
P05738	0.11910437
P05743	0.26698583
P05747	0.9403018
P05749	0.25652346
P06182	0.97184265
P06633	0.13432258
P06773	0.11971871
P06775	0.13953464
P06776	0.13460779
P06783	0.1653964
P07253	0.46075475
P07262	0.13477121
P07266	0.12315653
P07275	0.123659134
P07285	0.12811598
P07806	0.14200819
P07807	0.11063155
P08431	0.16895719
P08456	0.13996434
P08465	0.115569174
P09368	0.12412726
P09435	0.97039783
P09436	0.12497145
P09457	0.17735386
P0C074	0.45544547
P0C0W1	0.117923565
P0C2H6	0.38296354
P0C2H8	0.27798602
P0C2H9	0.36088485
P0CD90	0.2923453
P0CD99	0.16964757
P0CE00	0.16964757
P0CE68	0.15112062
P0CH63	0.110324994
P0CH64	0.110324994
P0CW40	0.13738759
P0CW41	0.13738759
P0CX08	0.13727534
P0CX14	0.1490374
P0CX15	0.1490374
P0CX20	0.1485301
P0CX21	0.1485301
P0CX23	0.22659382
P0CX33	0.9611238
P0CX34	0.9611238
P0CX52	0.14730531
P0CX86	0.9293754
P0CX87	0.9293754
P10355	0.11600296
P10566	0.12989269
P10834	0.15014789
P10849	0.15049762
P10869	0.14484549
P10963	0.11716742
P11927	0.93060386
P12612	0.13908884
P12685	0.97694457
P12686	0.1476601
P12687	0.13671626
P12887	0.1483658
P13045	0.12762985
P13090	0.14974526
P13181	0.15802324
P13188	0.119241506
P13298	0.1045634
P13434	0.9660481
P13483	0.99225616
P13711	0.1478849
P13902	0.78096783
P14063	0.2824486
P14066	0.12670274
P14359	0.97242975
P14843	0.1096645
P15179	0.11843338
P15365	0.16080397
P15380	0.117102124
P16965	0.9869369
P17121	0.9759966
P17122	0.12846187
P17261	0.14164396
P17423	0.13327983
P18408	0.11204068
P18414	0.1430222
P18544	0.12789384
P18900	0.13509035
P18963	0.15028143
P19158	0.14236274
P19516	0.13906272
P19735	0.11664432
P19736	0.14611901
P19881	0.13445245
P20048	0.15197502
P20051	0.12863617
P20084	0.20046197
P20437	0.15704983
P20438	0.1971739
P20484	0.1113344
P21306	0.35955766
P21595	0.13809833
P21657	0.97685325
P21771	0.30872142
P22035	0.97775614
P22135	0.12352235
P22136	0.12182887
P22202	0.12443874
P22209	0.112329334
P22353	0.118943825
P22354	0.3004251
P22438	0.1340726
P22470	0.9792906
P23059	0.1940595
P23180	0.13025653
P23248	0.11856671
P23285	0.15122548
P23369	0.24928555
P23500	0.13225222
P23501	0.18352598
P23624	0.8768343
P23641	0.12728676
P23748	0.97473925
P23833	0.1373123
P24000	0.96967775
P24521	0.11770323
P24719	0.13417286
P24871	0.11052707
P25038	0.13456511
P25039	0.11574231
P25270	0.11081344
P25332	0.12243174
P25334	0.27976993
P25337	0.14037508
P25338	0.17540741
P25339	0.11910327
P25345	0.13128485
P25356	0.12758654
P25360	0.12840383
P25365	0.12005241
P25367	0.9919003
P25371	0.15637988
P25379	0.13135609
P25381	0.13730767
P25558	0.97516847
P25559	0.1205281
P25560	0.67050946
P25566	0.12100865
P25567	0.9775694
P25569	0.12695047
P25578	0.14418985
P25587	0.28784004
P25594	0.15290701
P25596	0.13973507
P25621	0.1485958
P25625	0.13574834
P25626	0.12579453
P25628	0.16188347
P25638	0.11744855
P26343	0.21905343
P26637	0.12129995
P26725	0.13889953
P26798	0.9759655
P27344	0.97551036
P27929	0.31464633
P28006	0.11446096
P28239	0.10648364
P28584	0.97474813
P28789	0.1240378
P29467	0.14995605
P29478	0.9604002
P30606	0.14789984
P31334	0.16759387
P31379	0.11981949
P31381	0.15307891
P31787	0.32218957
P32048	0.13903275
P32190	0.13763762
P32191	0.12857333
P32263	0.124900386
P32264	0.115129784
P32331	0.14043659
P32339	0.1359499
P32341	0.111636594
P32378	0.1432368
P32387	0.19396618
P32445	0.23671925
P32449	0.121643566
P32451	0.2507327
P32459	0.108279526
P32463	0.1328961
P32464	0.14849615
P32469	0.12009692
P32473	0.11799447
P32477	0.15102911
P32489	0.2309945
P32496	0.13095868
P32522	0.14469805
P32525	0.15699983
P32559	0.12536442
P32590	0.11214777
P32601	0.18562186
P32611	0.15701944
P32613	0.12540305
P32617	0.11990501
P32656	0.26253602
P32775	0.13743593
P32781	0.13914283
P32785	0.123824336
P32786	0.14635402
P32787	0.11344394
P32788	0.15141675
P32804	0.13861033
P32805	0.8407507
P32831	0.9734422
P32836	0.118044466
P32837	0.17224997
P32841	0.97230923
P32843	0.20293424
P32875	0.1560739
P32904	0.117771
P32907	0.13560179
P32945	0.13606535
P33200	0.12571062
P33204	0.13703804
P33306	0.98492634
P33311	0.15000749
P33312	0.1295856
P33315	0.15704149
P33327	0.11997779
P33411	0.119058885
P33412	0.113196
P33417	0.980855
P33448	0.26121753
P33550	0.12858216
P33750	0.12039088
P33759	0.1113044
P33890	0.9753492
P33893	0.12682173
P33894	0.112427995
P34072	0.9758697
P34165	0.38420132
P34166	0.5276617
P34220	0.13705823
P34222	0.11944704
P34232	0.11333668
P34237	0.9706253
P34239	0.1508607
P34240	0.1565983
P34248	0.1706182
P34253	0.11713728
P35127	0.34610522
P35176	0.13728595
P35183	0.13228513
P35184	0.15193743
P35190	0.13536032
P35202	0.135099
P35210	0.15264621
P35497	0.11055734
P35723	0.9614233
P35727	0.13275199
P35731	0.12220563
P35842	0.12919065
P35996	0.12393509
P36001	0.14000878
P36002	0.975128
P36004	0.9806193
P36008	0.10952689
P36019	0.12113276
P36023	0.15602413
P36036	0.97922075
P36039	0.92624897
P36040	0.12256192
P36044	0.11288503
P36053	0.9761804
P36059	0.13595316
P36062	0.14564909
P36064	0.113921456
P36069	0.13698485
P36070	0.15509331
P36093	0.9596498
P36097	0.14226544
P36101	0.1454555
P36106	0.14809704
P36110	0.9762348
P36115	0.9752819
P36118	0.7869872
P36120	0.15177357
P36121	0.97686875
P36142	0.15549342
P36144	0.11649963
P36145	0.121104196
P36147	0.12950748
P36159	0.15248103
P36164	0.1346868
P36166	0.9759627
P36167	0.9724108
P36168	0.1463045
P36169	0.9271414
P36173	0.14028947
P36224	0.91524696
P36516	0.13085121
P36517	0.10824593
P36519	0.14528918
P36520	0.11388132
P36521	0.14942913
P36523	0.12893894
P36525	0.103103116
P36526	0.46931225
P36527	0.22642891
P36528	0.10819294
P36532	0.14479522
P36533	0.16534425
P37261	0.12547383
P37262	0.14257081
P37291	0.20344137
P37302	0.13267918
P37898	0.13337156
P38064	0.1532855
P38065	0.14493625
P38066	0.19672313
P38067	0.13264681
P38068	0.88589907
P38072	0.12376077
P38082	0.115767315
P38090	0.16030234
P38113	0.1251016
P38114	0.12028354
P38122	0.12849262
P38126	0.13436109
P38127	0.10819797
P38131	0.12973273
P38148	0.13064207
P38158	0.13674493
P38162	0.16343935
P38163	0.14895529
P38164	0.14396665
P38166	0.22561236
P38175	0.41091177
P38179	0.17764266
P38187	0.14503838
P38193	0.9775793
P38196	0.16548002
P38200	0.9235405
P38204	0.2300068
P38206	0.16143107
P38210	0.1533545
P38218	0.14379281
P38219	0.13797769
P38224	0.19901931
P38226	0.124785855
P38241	0.11408329
P38254	0.13651848
P38260	0.14673439
P38278	0.13088131
P38282	0.9831809
P38288	0.14501548
P38293	0.96122396
P38300	0.124448165
P38302	0.7756149
P38314	0.13734822
P38315	0.13754472
P38326	0.98286074
P38331	0.12150966
P38337	0.7710725
P38347	0.14523733
P38349	0.9751845
P38359	0.14823714
P38616	0.13805674
P38620	0.123617925
P38622	0.13164544
P38625	0.11744526
P38682	0.97069967
P38687	0.1524663
P38698	0.118050136
P38699	0.15494734
P38705	0.13121115
P38724	0.1474503
P38727	0.30148077
P38735	0.14093563
P38737	0.14152478
P38748	0.14735682
P38749	0.968645
P38751	0.12983158
P38756	0.14269504
P38760	0.11102715
P38769	0.11470164
P38772	0.14373669
P38773	0.14242893
P38777	0.12413784
P38783	0.13947597
P38789	0.9740281
P38791	0.1290606
P38794	0.15730211
P38795	0.13116921
P38796	0.11051209
P38798	0.11441108
P38812	0.12037131
P38813	0.15095946
P38816	0.13163763
P38818	0.122131586
P38824	0.9773832
P38837	0.16553779
P38845	0.97707325
P38851	0.13135059
P38858	0.13323249
P38860	0.11120265
P38865	0.2149364
P38866	0.13459034
P38871	0.974609
P38877	0.12716995
P38880	0.13462329
P38892	0.13946885
P38904	0.97735536
P38909	0.121127054
P38957	0.1470078
P38962	0.32950526
P38966	0.11047101
P38972	0.14041658
P38985	0.41151333
P38986	0.12224671
P38988	0.13495468
P38999	0.12905094
P39000	0.119212925
P39076	0.14231628
P39077	0.1260777
P39078	0.14997125
P39079	0.13044825
P39102	0.13828568
P39103	0.8624189
P39106	0.14888391
P39113	0.14781061
P39526	0.13067245
P39535	0.16897413
P39543	0.12285513
P39547	0.3082698
P39548	0.47745496
P39677	0.12950902
P39684	0.1472773
P39692	0.12583148
P39712	0.9749584
P39713	0.11921503
P39715	0.4549544
P39724	0.23065376
P39732	0.14777172
P39734	0.97331405
P39735	0.14851888
P39924	0.15749826
P39927	0.9723926
P39932	0.16919765
P39933	0.11039892
P39938	0.7953509
P39939	0.71847236
P39953	0.11173364
P39954	0.1262116
P39970	0.6939873
P39980	0.16010723
P39983	0.13525584
P39987	0.1214448
P39988	0.13003935
P39994	0.13436812
P40003	0.11896053
P40004	0.16295527
P40005	0.15607545
P40007	0.97740805
P40012	0.14101514
P40017	0.15447822
P40019	0.9990688
P40020	0.97784305
P40023	0.98319644
P40025	0.13144454
P40026	0.12196772
P40029	0.1546162
P40030	0.23301527
P40031	0.13730614
P40033	0.38962725
P40035	0.12824756
P40038	0.9751061
P40040	0.9898002
P40043	0.30490452
P40045	0.119014636
P40051	0.13373065
P40071	0.12519242
P40074	0.1624425
P40077	0.11504583
P40079	0.9761822
P40080	0.11877033
P40085	0.16281642
P40088	0.15536427
P40092	0.15840119
P40099	0.11299028
P40105	0.14911094
P40154	0.98615056
P40165	0.12666312
P40169	0.9699642
P40185	0.12376941
P40207	0.13441911
P40212	0.9146987
P40260	0.1436261
P40310	0.14153212
P40312	0.3244905
P40314	0.14587969
P40347	0.11292036
P40350	0.12443003
P40351	0.15971556
P40363	0.13869908
P40366	0.7265739
P40413	0.11263329
P40433	0.97295284
P40442	0.97590816
P40445	0.15871654
P40452	0.12779875
P40459	0.12546751
P40467	0.13540766
P40468	0.13982418
P40473	0.97643006
P40474	0.14489809
P40475	0.16266358
P40478	0.11849405
P40480	0.9766832
P40481	0.13344349
P40486	0.14684397
P40493	0.11144719
P40499	0.14334963
P40504	0.1344443
P40512	0.1470862
P40513	0.14690003
P40516	0.12211928
P40517	0.9772202
P40518	0.15216577
P40522	0.11416805
P40528	0.15753534
P40532	0.3365416
P40549	0.13101636
P40550	0.1505929
P40552	0.9769614
P40555	0.15684183
P40566	0.14457817
P40567	0.12524629
P40574	0.9689828
P40576	0.16272317
P40578	0.14733097
P40580	0.12507288
P40582	0.11788675
P40583	0.12478362
P40856	0.9734596
P40858	0.11774133
P40884	0.12770016
P40885	0.14017738
P40886	0.14440078
P40890	0.12755725
P40897	0.20931292
P40960	0.14894426
P40965	0.13542639
P40971	0.11451052
P40975	0.5981491
P40985	0.14845616
P40986	0.115556344
P41057	0.14083019
P41058	0.13306311
P41544	0.32991683
P41733	0.20765379
P41734	0.12410938
P41806	0.21460502
P41814	0.14632457
P41815	0.13367486
P41817	0.9543059
P41818	0.98995304
P41819	0.12379013
P41903	0.14382768
P41910	0.9744383
P41912	0.12253758
P41930	0.19825257
P41940	0.12221828
P42826	0.13420543
P42833	0.15912753
P42841	0.12166868
P42843	0.14207466
P42846	0.9811758
P42847	0.13353339
P42900	0.11190942
P42934	0.16312808
P42937	0.105398595
P42938	0.12408916
P42944	0.9307979
P42950	0.12540132
P43124	0.97445387
P43544	0.12880564
P43545	0.115449406
P43549	0.973818
P43550	0.15878442
P43551	0.13517207
P43553	0.97279835
P43554	0.14980179
P43556	0.14164224
P43560	0.97471535
P43568	0.13448955
P43569	0.1217469
P43574	0.9762107
P43577	0.14179428
P43579	0.97690153
P43581	0.15774351
P43582	0.9867234
P43589	0.13237286
P43591	0.13203648
P43592	0.11400914
P43596	0.113859996
P43606	0.11008737
P43610	0.15250736
P43614	0.15283036
P43619	0.12482394
P43623	0.13096476
P43634	0.14677744
P43638	0.9767806
P45976	0.9785
P46670	0.12684362
P46671	0.2570038
P46683	0.16002497
P46784	0.22806168
P46950	0.155168
P46954	0.14572333
P46956	0.11231334
P46961	0.17929521
P46965	0.31083453
P46969	0.1090121
P46970	0.1384109
P46974	0.1430775
P46982	0.12765548
P46988	0.11783604
P46992	0.13254403
P47019	0.9474325
P47030	0.97922826
P47031	0.14811099
P47040	0.19486393
P47042	0.14785868
P47052	0.11523808
P47055	0.21406052
P47056	0.15097812
P47079	0.1379521
P47088	0.16543509
P47089	0.14083882
P47095	0.12628269
P47108	0.12458883
P47117	0.111392714
P47118	0.120093614
P47123	0.120455995
P47125	0.14855567
P47133	0.12763849
P47135	0.9741404
P47137	0.12959549
P47138	0.13123173
P47147	0.13622281
P47150	0.12642592
P47161	0.112300366
P47168	0.14144021
P47179	0.9772257
P47180	0.12617652
P47185	0.16634998
P47771	0.12000174
P47988	0.148422
P48015	0.12926562
P48232	0.15232286
P48234	0.9768325
P48239	0.12649985
P48361	0.9733242
P48363	0.1262112
P48365	0.1484375
P48525	0.12427157
P48527	0.12672716
P48565	0.16177326
P48567	0.7537448
P48570	0.11962392
P48589	0.1715729
P48606	0.51085293
P48743	0.97573185
P49089	0.13826588
P49090	0.12715638
P49167	0.1129158
P49367	0.12057371
P49954	0.115615465
P49960	0.121095575
P50077	0.1415422
P50080	0.16484472
P50086	0.13487427
P50109	0.9770866
P50276	0.14666474
P50277	0.13573413
P50278	0.14588918
P50873	0.14378425
P50896	0.9766147
P50944	0.14575484
P50946	0.13456045
P51401	0.116636455
P51533	0.13661197
P51534	0.11930597
P51998	0.9663113
P52492	0.1352751
P52867	0.15361011
P52868	0.1290193
P52892	0.15019408
P52893	0.1615946
P52919	0.96432626
P52923	0.11883345
P53059	0.13113026
P53062	0.24099559
P53065	0.12730196
P53070	0.1370652
P53073	0.14905098
P53075	0.11455612
P53080	0.9903222
P53094	0.9759567
P53101	0.10724163
P53102	0.1311671
P53107	0.1289598
P53108	0.11172275
P53111	0.12226339
P53121	0.15315029
P53123	0.19885784
P53124	0.1544719
P53125	0.10700975
P53128	0.11808841
P53136	0.118271306
P53153	0.13459928
P53158	0.9562968
P53167	0.114299886
P53169	0.1418398
P53174	0.41909212
P53177	0.115775235
P53179	0.9714196
P53185	0.14631182
P53187	0.111369245
P53188	0.9779694
P53189	0.9763043
P53198	0.13942914
P53206	0.12865543
P53214	0.8814719
P53220	0.17569146
P53221	0.26998514
P53226	0.97704446
P53228	0.11464284
P53233	0.14055276
P53235	0.112481415
P53237	0.12249976
P53239	0.12560326
P53244	0.11711249
P53246	0.14824978
P53258	0.14970368
P53260	0.3047728
P53273	0.15291844
P53280	0.13297409
P53283	0.9742414
P53295	0.1413794
P53306	0.16281398
P53312	0.17760032
P53313	0.97527915
P53320	0.12009722
P53322	0.14321108
P53331	0.14659548
P53332	0.14268135
P53333	0.11809958
P53337	0.2493253
P53341	0.13690972
P53388	0.1600835
P53389	0.15661421
P53390	0.15944731
P53437	0.16895872
P53600	0.13369268
P53629	0.20664257
P53631	0.1527031
P53718	0.33937788
P53727	0.1392886
P53732	0.7964784
P53756	0.1445458
P53819	0.1490374
P53823	0.119290814
P53824	0.13080142
P53830	0.19176772
P53834	0.13242652
P53836	0.9772252
P53849	0.25104234
P53851	0.11712805
P53852	0.13442567
P53858	0.9750937
P53861	0.97543615
P53863	0.97413343
P53875	0.13761246
P53881	0.11095261
P53889	0.13404147
P53903	0.97146285
P53916	0.13394591
P53921	0.21332674
P53934	0.1295414
P53937	0.11384229
P53938	0.12144326
P53944	0.12787747
P53946	0.95688236
P53953	0.14479478
P53966	0.12875111
P53971	0.14726858
P53982	0.13642699
P54114	0.11307068
P54838	0.121056125
P54839	0.14146116
P54885	0.12093121
P54964	0.15635377
P56628	0.31923848
P57744	0.123462856
P80235	0.111294195
P81451	0.30365318
P87284	0.32517326
P89114	0.21230315
P89886	0.12695274
Q00723	0.12715128
Q01163	0.1503043
Q01329	0.15523261
Q01802	0.12736481
Q01846	0.10618542
Q01976	0.13713521
Q02196	0.13525796
Q02197	0.14023648
Q02204	0.12379079
Q02208	0.97670704
Q02516	0.97796345
Q02521	0.90552247
Q02554	0.97280025
Q02648	0.118462905
Q02721	0.12710448
Q02753	0.15022866
Q02770	0.9681224
Q02783	0.13338414
Q02796	0.9782544
Q02825	0.2439485
Q02866	0.966323
Q02883	0.115891345
Q02891	0.14096257
Q02932	0.13299191
Q02969	0.15079555
Q02979	0.136161
Q02983	0.4020322
Q03016	0.9757874
Q03028	0.1242998
Q03088	0.9766922
Q03161	0.13796052
Q03175	0.13263863
Q03212	0.9644275
Q03214	0.14793378
Q03220	0.11591325
Q03246	0.29890466
Q03254	0.1467373
Q03281	0.97687584
Q03289	0.15230285
Q03306	0.97713155
Q03323	0.9719269
Q03327	0.15611291
Q03338	0.9612708
Q03370	0.9716622
Q03375	0.9932203
Q03429	0.41568473
Q03430	0.97755706
Q03446	0.97174656
Q03530	0.12802395
Q03579	0.13227768
Q03661	0.97834575
Q03694	0.119247094
Q03707	0.9766934
Q03718	0.14234322
Q03735	0.97558314
Q03750	0.97331977
Q03764	0.14052036
Q03770	0.14301218
Q03772	0.9913041
Q03776	0.12512752
Q03782	0.14821225
Q03792	0.11852534
Q03824	0.1423165
Q03829	0.11272472
Q03860	0.3033585
Q03919	0.123659864
Q03935	0.9758481
Q03937	0.9683817
Q03956	0.13630131
Q03981	0.121237196
Q04004	0.11553362
Q04006	0.123357594
Q04031	0.9754598
Q04052	0.14214344
Q04066	0.13225614
Q04081	0.12978715
Q04116	0.55433834
Q04172	0.6735744
Q04174	0.12651089
Q04182	0.15631936
Q04183	0.1393792
Q04213	0.9770596
Q04279	0.99651426
Q04299	0.12549618
