uniprot	mean
Q06629	0.43323025
Q06630	0.2792081
Q06631	0.58102816
Q06639	0.33010116
Q06648	0.804757
Q06651	0.47682762
Q06671	0.37673613
Q06675	0.38554984
Q06676	0.3343252
Q06677	0.5357177
Q06679	0.2225011
Q06680	0.34032726
Q06681	0.6185343
Q06685	0.4277071
Q06696	0.22140254
Q06697	0.4344235
Q06703	0.14539768
Q06704	0.7217849
Q06705	0.29292682
Q06706	0.27515635
Q06708	0.29230818
Q06810	0.809014
Q06817	0.2012531
Q06833	0.4745629
Q06836	0.55049205
Q06892	0.25648406
Q07084	0.57718825
Q07350	0.44205415
Q07381	0.41372254
Q07418	0.89183706
Q07442	0.56076974
Q07457	0.3683026
Q07468	0.18397766
Q07471	0.22695056
Q07478	0.26198107
Q07508	0.24229005
Q07528	0.49894685
Q07532	0.79067796
Q07533	0.40974018
Q07540	0.22345914
Q07551	0.1487649
Q07560	0.16375309
Q07648	0.14659871
Q07651	0.6293493
Q07657	0.5160825
Q07688	0.16960149
Q07732	0.46850717
Q07791	0.46468186
Q07793	0.49142578
Q07794	0.22603023
Q07800	0.6067739
Q07804	0.28461945
Q07807	0.5923326
Q07821	0.43827063
Q07824	0.39384887
Q07825	0.23456715
Q07830	0.2517435
Q07845	0.21912259
Q07878	0.2331829
Q07879	0.14637421
Q07896	0.4273476
Q07913	0.1691066
Q07914	0.4171643
Q07915	0.55798507
Q07923	0.14349188
Q07930	0.28719607
Q07938	0.17481145
Q07950	0.3588394
Q07953	0.18886752
Q07963	0.21241842
Q08001	0.46163592
Q08004	0.4904106
Q08032	0.33745977
Q08096	0.16201976
Q08108	0.2277659
Q08109	0.40657666
Q08144	0.5191546
Q08162	0.22664249
Q08179	0.4351219
Q08193	0.3703699
Q08204	0.28810608
Q08208	0.67194706
Q08214	0.2368735
Q08215	0.33486727
Q08217	0.2762989
Q08218	0.4799281
Q08220	0.20840958
Q08224	0.15627168
Q08229	0.85438806
Q08230	0.16349724
Q08231	0.17043562
Q08235	0.31145182
Q08236	0.63428533
Q08245	0.93585867
Q08273	0.36830553
Q08278	0.5380869
Q08281	0.5338596
Q08282	0.1603282
Q08285	0.18601371
Q08387	0.18534492
Q08412	0.96042514
Q08417	0.33402267
Q08438	0.7596124
Q08444	0.603082
Q08446	0.48258245
Q08448	0.17030056
Q08465	0.27781567
Q08484	0.5466302
Q08490	0.8321365
Q08491	0.27637884
Q08492	0.9032391
Q08496	0.18644956
Q08548	0.36887485
Q08550	0.43640226
Q08558	0.2264982
Q08562	0.41757584
Q08581	0.6615838
Q08601	0.52382296
Q08641	0.6589956
Q08645	0.20924787
Q08647	0.4012443
Q08649	0.31992552
Q08650	0.27709296
Q08651	0.29191765
Q08683	0.18748169
Q08685	0.1558495
Q08686	0.31763297
Q08689	0.14161453
Q08702	0.14057837
Q08723	0.28459817
Q08746	0.78655547
Q08747	0.40478542
Q08749	0.22559626
Q08754	0.23860425
Q08760	0.4368035
Q08773	0.4472509
Q08826	0.35114983
Q08831	0.75607145
Q08886	0.30674684
Q08887	0.721311
Q08905	0.20090272
Q08920	0.582963
Q08921	0.85134953
Q08923	0.8302862
Q08924	0.16612856
Q08925	0.42394277
Q08931	0.80531645
Q08949	0.43719995
Q08951	0.37937433
Q08955	0.36410022
Q08957	0.36383188
Q08959	0.23144004
Q08960	0.40116265
Q08962	0.18168467
Q08965	0.59874666
Q08967	0.39427286
Q08968	0.17505026
Q08972	0.33054388
Q08975	0.15309964
Q08985	0.15674871
Q08986	0.2832079
Q08992	0.16670525
Q10740	0.17410876
Q12003	0.1675622
Q12006	0.45702213
Q12009	0.34446448
Q12010	0.441839
Q12017	0.63789135
Q12018	0.18625496
Q12019	0.2621698
Q12024	0.2869305
Q12030	0.69081867
Q12033	0.18911034
Q12038	0.28102532
Q12039	0.16265781
Q12041	0.6001167
Q12043	0.32838106
Q12045	0.29374418
Q12046	0.4698584
Q12048	0.28735757
Q12050	0.2168541
Q12051	0.15115103
Q12052	0.30750546
Q12055	0.37599057
Q12060	0.4840046
Q12063	0.38394165
Q12068	0.17187782
Q12071	0.33852425
Q12080	0.7725609
Q12088	0.45457566
Q12092	0.56561387
Q12093	0.23232625
Q12094	0.60892767
Q12098	0.63504875
Q12099	0.17062134
Q12100	0.6489211
Q12106	0.26564136
Q12112	0.45543766
Q12113	0.46624178
Q12114	0.66966736
Q12118	0.6503621
Q12123	0.18413898
Q12124	0.7041033
Q12127	0.314167
Q12136	0.8721638
Q12141	0.45346662
Q12142	0.5579068
Q12146	0.18021083
Q12149	0.35994843
Q12150	0.21659404
Q12151	0.6399074
Q12154	0.31561905
Q12157	0.23347649
Q12158	0.63625515
Q12159	0.9410867
Q12164	0.3468531
Q12166	0.20974673
Q12168	0.29538253
Q12173	0.3924092
Q12176	0.56577235
Q12178	0.25062856
Q12181	0.19012812
Q12184	0.1865009
Q12186	0.6652917
Q12188	0.50694996
Q12191	0.9211096
Q12193	0.4525659
Q12196	0.39531356
Q12198	0.17773104
Q12206	0.44265428
Q12207	0.3599585
Q12208	0.22026618
Q12211	0.42007872
Q12213	0.27547768
Q12216	0.5143011
Q12220	0.26269692
Q12223	0.2014177
Q12224	0.8504437
Q12229	0.55582964
Q12230	0.6047392
Q12236	0.5710571
Q12241	0.72008115
Q12246	0.35166907
Q12248	0.36733344
Q12250	0.16074291
Q12255	0.406285
Q12256	0.49530724
Q12262	0.34879237
Q12263	0.5899705
Q12265	0.37227654
Q12267	0.50698173
Q12269	0.4591127
Q12271	0.32196915
Q12273	0.45681757
Q12277	0.16385439
Q12280	0.23526216
Q12284	0.31180432
Q12285	0.50498986
Q12287	0.5493084
Q12292	0.2257012
Q12297	0.53949374
Q12300	0.36614066
Q12303	0.26874045
Q12305	0.38624248
Q12306	0.5477616
Q12309	0.20165953
Q12311	0.24944489
Q12315	0.4404456
Q12316	0.45503098
Q12317	0.3512801
Q12320	0.20305595
Q12321	0.41161022
Q12324	0.29281983
Q12328	0.3554599
Q12330	0.24835625
Q12333	0.2510741
Q12334	0.853891
Q12339	0.51979125
Q12341	0.1762754
Q12343	0.44275767
Q12344	0.6633177
Q12349	0.7028822
Q12355	0.2501884
Q12361	0.51645577
Q12362	0.29514262
Q12363	0.37246716
Q12365	0.64252
Q12366	0.17740883
Q12373	0.57031935
Q12377	0.23011798
Q12379	0.8025743
Q12380	0.19402853
Q12382	0.38943675
Q12383	0.31195757
Q12386	0.39778495
Q12389	0.55065304
Q12396	0.3487261
Q12400	0.43363526
Q12402	0.46193883
Q12404	0.22398299
Q12406	0.2651078
Q12411	0.51202285
Q12414	0.45795822
Q12416	0.9875536
Q12417	0.26207286
Q12421	0.5137138
Q12425	0.19188352
Q12429	0.2142833
Q12432	0.4649408
Q12438	0.557943
Q12440	0.17805362
Q12443	0.6819409
Q12445	0.7069053
Q12446	0.8216476
Q12449	0.32014877
Q12451	0.4658325
Q12452	0.22312225
Q12457	0.55164933
Q12460	0.29460818
Q12461	0.28080907
Q12462	0.20502497
Q12463	0.18558058
Q12464	0.31683987
Q12465	0.20385867
Q12466	0.28217486
Q12468	0.39636785
Q12469	0.32203376
Q12472	0.4593168
Q12473	0.18957433
Q12476	0.6529118
Q12477	0.30166477
Q12481	0.8676955
Q12482	0.21210605
Q12483	0.15438132
Q12488	0.19089253
Q12490	0.45228985
Q12491	0.46581152
Q12494	0.62822056
Q12495	0.70379883
Q12499	0.38011122
Q12501	0.46820173
Q12502	0.65621537
Q12505	0.33137086
Q12508	0.18388648
Q12509	0.22605662
Q12511	0.49795356
Q12513	0.7331725
Q12514	0.5690871
Q12517	0.31477073
Q12518	0.81680876
Q12522	0.18965018
Q12524	0.2104794
Q12527	0.39124918
Q12530	0.23525517
Q12532	0.44844833
Q12674	0.38939172
Q12675	0.42796728
Q12680	0.24228288
Q12691	0.30000073
Q12692	0.37209642
Q12697	0.38764456
Q12734	0.5530908
Q12745	0.17048767
Q12746	0.20037101
Q12748	0.15273203
Q12749	0.44562292
Q12754	0.30013558
Q3E754	0.29917055
Q3E757	0.4399771
Q3E772	0.9920512
Q3E792	0.46168327
Q3E793	0.25978827
Q3E7B6	0.40015796
Q3E7X9	0.76568806
Q3E833	0.30419335
Q3E840	0.25148153
Q3E846	0.33913165
Q6Q547	0.74764276
Q6WNK7	0.40345046
Q7LHG5	0.2915112
Q92316	0.36711854
Q92317	0.4161588
Q92325	0.24494104
Q92328	0.3867368
Q92331	0.53703856
Q92393	0.4557183
Q96VH5	0.43382728
Q99176	0.3251501
Q99190	0.26149788
Q99207	0.62674326
Q99210	0.14318308
Q99216	0.524365
Q99219	0.37530103
Q99220	0.28816566
Q99222	0.30095574
Q99231	0.45747373
Q99257	0.38469642
Q99258	0.23300567
Q99260	0.2413214
Q99271	0.63645625
Q99278	0.346209
Q99287	0.23080732
Q99299	0.721963
Q99312	0.17974846
Q99314	0.21349628
Q99315	0.28760877
Q99321	0.64125615
Q99325	0.42255336
Q99337	0.45010066
Q99380	0.5166025
Q99383	0.8401576
Q99385	0.26176587
Q99394	0.37519443
Q9P305	0.7190477
Q9URQ3	0.18257584
Q9ZZW7	0.17677438
Q9ZZX1	0.17253964
D6W196	0.195013
O13525	0.24284814
O13559	0.32538038
O13577	0.96598977
O14455	0.41895977
O14464	0.18518677
O75012	0.28815717
P00045	0.61593467
P00425	0.49389175
P00427	0.19052361
P00447	0.19706939
P00856	0.44358477
P00899	0.27034107
P00931	0.23818348
P01097	0.94522536
P01098	0.71239966
P01149	0.4225442
P02381	0.2943323
P03872	0.5215604
P03882	0.17344578
P04046	0.2101066
P04076	0.21394876
P04161	0.1786601
P04173	0.19925815
P04650	0.62062377
P04801	0.27091244
P04803	0.21711002
P05085	0.37677535
P05316	0.259121
P05694	0.19474728
P05738	0.21525738
P05743	0.39531142
P05747	0.8797471
P05749	0.40441066
P06182	0.6726555
P06633	0.20006691
P06773	0.15951057
P06775	0.29257596
P06776	0.18950145
P06783	0.31758636
P07253	0.33580497
P07262	0.24768843
P07266	0.13967414
P07275	0.19236116
P07285	0.15768062
P07806	0.2840694
P07807	0.20493132
P08431	0.21290709
P08456	0.37843683
P08465	0.33385423
P09368	0.18617296
P09435	0.5096506
P09436	0.17598693
P09457	0.17661329
P0C074	0.53192574
P0C0W1	0.16121568
P0C2H6	0.45257542
P0C2H8	0.32909465
P0C2H9	0.342432
P0CD90	0.4748936
P0CD99	0.3163417
P0CE00	0.3471808
P0CE68	0.30861846
P0CH63	0.26724052
P0CH64	0.26724052
P0CW40	0.3240419
P0CW41	0.3240419
P0CX08	0.1866048
P0CX14	0.3015487
P0CX15	0.3015487
P0CX20	0.30228066
P0CX21	0.30228066
P0CX23	0.22079872
P0CX33	0.91296625
P0CX34	0.91296625
P0CX52	0.29207787
P0CX86	0.92673117
P0CX87	0.92673117
P10355	0.18168475
P10566	0.18974677
P10834	0.24729285
P10849	0.393231
P10869	0.24017423
P10963	0.2751322
P11927	0.8499294
P12612	0.18267274
P12685	0.69364744
P12686	0.2569403
P12687	0.31796992
P12887	0.3887096
P13045	0.16837552
P13090	0.2612896
P13181	0.31887105
P13188	0.37243697
P13298	0.1817552
P13434	0.5094508
P13483	0.9238007
P13711	0.1833831
P13902	0.5960262
P14063	0.29596028
P14066	0.181216
P14359	0.7831298
P14843	0.30061805
P15179	0.19178647
P15365	0.26293033
P15380	0.37863952
P16965	0.97508794
P17121	0.71756047
P17122	0.15260379
P17261	0.20809853
P17423	0.23955585
P18408	0.23159285
P18414	0.24221656
P18544	0.15212502
P18900	0.34102035
P18963	0.25282684
P19158	0.2775762
P19516	0.2579694
P19735	0.33115256
P19736	0.39327526
P19881	0.1658734
P20048	0.22594127
P20051	0.14869016
P20084	0.39692688
P20437	0.48022327
P20438	0.45367166
P20484	0.287747
P21306	0.3256751
P21595	0.18380047
P21657	0.5419489
P21771	0.2815784
P22035	0.8108137
P22135	0.21183279
P22136	0.15889691
P22202	0.4902665
P22209	0.31327733
P22353	0.28056234
P22354	0.44834742
P22438	0.18505621
P22470	0.8629681
P23059	0.22425617
P23180	0.18560135
P23248	0.26213187
P23285	0.274509
P23369	0.25743484
P23500	0.14784758
P23501	0.31127602
P23624	0.70143974
P23641	0.15282656
P23748	0.59653836
P23833	0.27114314
P24000	0.70775074
P24521	0.21232206
P24719	0.17610478
P24871	0.43354142
P25038	0.20309101
P25039	0.25944927
P25270	0.26161954
P25332	0.21461865
P25334	0.3064654
P25337	0.3175336
P25338	0.3088646
P25339	0.60418123
P25345	0.1856476
P25356	0.1812748
P25360	0.31150332
P25365	0.52400094
P25367	0.94427747
P25371	0.3020008
P25379	0.14324543
P25381	0.21163648
P25558	0.5444147
P25559	0.18035702
P25560	0.5408504
P25566	0.20004037
P25567	0.79198277
P25569	0.20335148
P25578	0.15609257
P25587	0.5281756
P25594	0.24290648
P25596	0.2146372
P25621	0.33404517
P25625	0.20150864
P25626	0.21072432
P25628	0.40600547
P25638	0.22931156
P26343	0.4111984
P26637	0.21624231
P26725	0.21858653
P26798	0.5956054
P27344	0.6204498
P27929	0.28154376
P28006	0.46720612
P28239	0.234736
P28584	0.5464375
P28789	0.16010948
P29467	0.19263668
P29478	0.56928563
P30606	0.33435696
P31334	0.47130656
P31379	0.24415861
P31381	0.43012655
P31787	0.37901726
P32048	0.15839371
P32190	0.21171764
P32191	0.22633108
P32263	0.20629698
P32264	0.26351398
P32331	0.25357062
P32339	0.25904563
P32341	0.2957764
P32378	0.27298513
P32387	0.41582394
P32445	0.3397883
P32449	0.30590412
P32451	0.27609318
P32459	0.26949042
P32463	0.19391514
P32464	0.26085204
P32469	0.2181426
P32473	0.23820594
P32477	0.21476124
P32489	0.46760395
P32496	0.1664441
P32522	0.16283648
P32525	0.38363814
P32559	0.14476107
P32590	0.3319653
P32601	0.17992833
P32611	0.47509205
P32613	0.13968705
P32617	0.5359012
P32656	0.44953093
P32775	0.21110643
P32781	0.17744717
P32785	0.26711145
P32786	0.3447624
P32787	0.33830097
P32788	0.34696868
P32804	0.33729652
P32805	0.58026814
P32831	0.6744091
P32836	0.28103685
P32837	0.2629596
P32841	0.6315051
P32843	0.30383042
P32875	0.4042662
P32904	0.31004727
P32907	0.2966961
P32945	0.44569263
P33200	0.2543097
P33204	0.37960845
P33306	0.92304236
P33311	0.29816133
P33312	0.26998767
P33315	0.34485343
P33327	0.16329451
P33411	0.4252728
P33412	0.22045185
P33417	0.89320546
P33448	0.40845418
P33550	0.23380224
P33750	0.46682012
P33759	0.40324503
P33890	0.56871146
P33893	0.20580223
P33894	0.26251954
P34072	0.8512319
P34165	0.5650449
P34166	0.43787327
P34220	0.1486256
P34222	0.42517096
P34232	0.40488696
P34237	0.68939227
P34239	0.39060676
P34240	0.57441604
P34248	0.31492686
P34253	0.19185089
P35127	0.32017228
P35176	0.27951834
P35183	0.17090231
P35184	0.2562177
P35190	0.5199176
P35202	0.16870035
P35210	0.4582506
P35497	0.18470286
P35723	0.5589381
P35727	0.25925002
P35731	0.17054138
P35842	0.15292794
P35996	0.13818389
P36001	0.1936527
P36002	0.48920822
P36004	0.52665085
P36008	0.3143595
P36019	0.33747908
P36023	0.28297982
P36036	0.76136625
P36039	0.49339855
P36040	0.15850283
P36044	0.32220528
P36053	0.65298486
P36059	0.22643943
P36062	0.52388465
P36064	0.30597124
P36069	0.2177767
P36070	0.3785529
P36093	0.5567984
P36097	0.22079307
P36101	0.25922605
P36106	0.43085015
P36110	0.54782075
P36115	0.7773448
P36118	0.66061354
P36120	0.37914377
P36121	0.7051953
P36142	0.33685774
P36144	0.14542456
P36145	0.50445276
P36147	0.18466644
P36159	0.21416081
P36164	0.39004397
P36166	0.7570891
P36167	0.7323713
P36168	0.4023411
P36169	0.85669
P36173	0.21573853
P36224	0.5696072
P36516	0.19104029
P36517	0.32595074
P36519	0.29140672
P36520	0.3869737
P36521	0.2844691
P36523	0.14950119
P36525	0.34423715
P36526	0.41099748
P36527	0.3070604
P36528	0.37087524
P36532	0.21508485
P36533	0.22826374
P37261	0.2088221
P37262	0.31909612
P37291	0.22481686
P37302	0.23626882
P37898	0.14780991
P38064	0.23275676
P38065	0.22740383
P38066	0.3727417
P38067	0.19320053
P38068	0.5611224
P38072	0.21267204
P38082	0.46949854
P38090	0.35134608
P38113	0.14928235
P38114	0.36924037
P38122	0.15847448
P38126	0.1731979
P38127	0.2110771
P38131	0.2974088
P38148	0.24390084
P38158	0.2609707
P38162	0.36720788
P38163	0.24508464
P38164	0.3053044
P38166	0.42288512
P38175	0.59681785
P38179	0.27524576
P38187	0.41499534
P38193	0.66987056
P38196	0.30626586
P38200	0.9304268
P38204	0.20332071
P38206	0.2776698
P38210	0.37588862
P38218	0.173288
P38219	0.18271208
P38224	0.337311
P38226	0.31494725
P38241	0.29317263
P38254	0.20882127
P38260	0.27395236
P38278	0.2045891
P38282	0.89758855
P38288	0.3805275
P38293	0.6668478
P38300	0.19530392
P38302	0.7689123
P38314	0.4894997
P38315	0.2193899
P38326	0.8570331
P38331	0.21841893
P38337	0.6847079
P38347	0.20513943
P38349	0.6159535
P38359	0.27429283
P38616	0.22438106
P38620	0.15661244
P38622	0.22484645
P38625	0.17579173
P38682	0.73561215
P38687	0.22617109
P38698	0.1508133
P38699	0.47349182
P38705	0.17038204
P38724	0.2616992
P38727	0.34710357
P38735	0.23563634
P38737	0.17001367
P38748	0.44655815
P38749	0.47379127
P38751	0.18988267
P38756	0.15111086
P38760	0.26619065
P38769	0.18557295
P38772	0.49999905
P38773	0.185155
P38777	0.22899106
P38783	0.19219317
P38789	0.5949229
P38791	0.1882138
P38794	0.39334363
P38795	0.1609374
P38796	0.29064262
P38798	0.3512813
P38812	0.14894985
P38813	0.30217218
P38816	0.26416856
P38818	0.15519427
P38824	0.7118226
P38837	0.31761995
P38845	0.8170914
P38851	0.1867818
P38858	0.19445394
P38860	0.35033283
P38865	0.41630784
P38866	0.17351323
P38871	0.55795425
P38877	0.49424508
P38880	0.2179703
P38892	0.1779356
P38904	0.8119703
P38909	0.15909146
P38957	0.23110767
P38962	0.4359202
P38966	0.35700658
P38972	0.2544695
P38985	0.43637916
P38986	0.15910012
P38988	0.16761796
P38999	0.14689147
P39000	0.41278708
P39076	0.18106934
P39077	0.1969519
P39078	0.258189
P39079	0.18101266
P39102	0.2743826
P39103	0.55363375
P39106	0.25376993
P39113	0.51273954
P39526	0.18147928
P39535	0.28702873
P39543	0.21270368
P39547	0.49437833
P39548	0.48715928
P39677	0.23515162
P39684	0.33708954
P39692	0.17181453
P39712	0.69786644
P39713	0.3097166
P39715	0.55983305
P39724	0.28609797
P39732	0.4986616
P39734	0.69736284
P39735	0.2616376
P39924	0.31734553
P39927	0.5999773
P39932	0.35263237
P39933	0.36106703
P39938	0.6170544
P39939	0.59219646
P39953	0.20184179
P39954	0.15122572
P39970	0.55891865
P39980	0.29214123
P39983	0.20335045
P39987	0.42147088
P39988	0.1459005
P39994	0.16117793
P40003	0.14863388
P40004	0.22357891
P40005	0.23690641
P40007	0.8040413
P40012	0.20449197
P40017	0.39778277
P40019	0.9964367
P40020	0.86799014
P40023	0.8861544
P40025	0.20511378
P40026	0.3196225
P40029	0.28029135
P40030	0.24462488
P40031	0.15306734
P40033	0.31512043
P40035	0.17290728
P40038	0.65779525
P40040	0.92736524
P40043	0.2993866
P40045	0.26512983
P40051	0.17763154
P40071	0.23243186
P40074	0.25554845
P40077	0.24508186
P40079	0.7282215
P40080	0.56233835
P40085	0.35233158
P40088	0.39117357
P40092	0.25984827
P40099	0.21250944
P40105	0.31643945
P40154	0.95954573
P40165	0.16899969
P40169	0.5414981
P40185	0.28475755
P40207	0.20512705
P40212	0.5751674
P40260	0.33390927
P40310	0.36528075
P40312	0.37900272
P40314	0.4497098
P40347	0.2136891
P40350	0.2421361
P40351	0.2633676
P40363	0.16659799
P40366	0.6366703
P40413	0.21589866
P40433	0.5781232
P40442	0.5906849
P40445	0.2883418
P40452	0.21606417
P40459	0.1588862
P40467	0.44891945
P40468	0.29571277
P40473	0.8303958
P40474	0.2822986
P40475	0.32888806
P40478	0.2133001
P40480	0.68910944
P40481	0.19602662
P40486	0.38119963
P40493	0.40490305
P40499	0.21301614
P40504	0.20548259
P40512	0.21537372
P40513	0.33646753
P40516	0.16101821
P40517	0.67560536
P40518	0.4278634
P40522	0.45292816
P40528	0.38795978
P40532	0.4198
P40549	0.21136096
P40550	0.2740372
P40552	0.56277007
P40555	0.2172561
P40566	0.24223879
P40567	0.35799062
P40574	0.6569531
P40576	0.34115764
P40578	0.5238101
P40580	0.22288586
P40582	0.18517229
P40583	0.17057107
P40856	0.5595065
P40858	0.24542028
P40884	0.22911826
P40885	0.29520333
P40886	0.31706443
P40890	0.24972288
P40897	0.3197738
P40960	0.42122227
P40965	0.19928418
P40971	0.41122437
P40975	0.68753463
P40985	0.25812975
P40986	0.3942155
P41057	0.19832171
P41058	0.187766
P41544	0.53331673
P41733	0.21726918
P41734	0.13697417
P41806	0.4412772
P41814	0.3190841
P41815	0.34629074
P41817	0.5954777
P41818	0.9712204
P41819	0.26162
P41903	0.35223848
P41910	0.53287846
P41912	0.3043882
P41930	0.33763456
P41940	0.14069195
P42826	0.18611997
P42833	0.27496982
P42841	0.34429944
P42843	0.2638011
P42846	0.85116243
P42847	0.18970053
P42900	0.24797006
P42934	0.36740965
P42937	0.2676381
P42938	0.20446585
P42944	0.7287673
P42950	0.40501583
P43124	0.5384059
P43544	0.13779907
P43545	0.2209047
P43549	0.61388254
P43550	0.3173633
P43551	0.19068174
P43553	0.6099156
P43554	0.36105156
P43556	0.22786826
P43560	0.6074857
P43568	0.18023124
P43569	0.159261
P43574	0.65942883
P43577	0.20421337
P43579	0.5370213
P43581	0.3014683
P43582	0.9112134
P43589	0.20278856
P43591	0.16932254
P43592	0.41304457
P43596	0.49183393
P43606	0.32608238
P43610	0.389098
P43614	0.23698737
P43619	0.14558013
P43623	0.17243238
P43634	0.34100348
P43638	0.6463693
P45976	0.8201297
P46670	0.22046773
P46671	0.23969167
P46683	0.45613837
P46784	0.32094893
P46950	0.41254026
P46954	0.24464868
P46956	0.28799
P46961	0.3557501
P46965	0.4321051
P46969	0.23455755
P46970	0.18377832
P46974	0.45345017
P46982	0.23743464
P46988	0.22349083
P46992	0.22330283
P47019	0.6038494
P47030	0.7817531
P47031	0.2899745
P47040	0.24876952
P47042	0.35117158
P47052	0.32237563
P47055	0.42645162
P47056	0.21475616
P47079	0.2763427
P47088	0.2339793
P47089	0.33471116
P47095	0.17018183
P47108	0.16501015
P47117	0.26309085
P47118	0.376905
P47123	0.32864577
P47125	0.23667744
P47133	0.16335648
P47135	0.61095923
P47137	0.16610138
P47138	0.18140501
P47147	0.27650002
P47150	0.36827806
P47161	0.3617263
P47168	0.14766023
P47179	0.5536222
P47180	0.18309258
P47185	0.32699588
P47771	0.17125551
P47988	0.37235594
P48015	0.15669893
P48232	0.27979854
P48234	0.5117326
P48239	0.21083412
P48361	0.6169456
P48363	0.20148951
P48365	0.22869939
P48525	0.14948045
P48527	0.21811615
P48565	0.392491
P48567	0.5002687
P48570	0.21540777
P48589	0.36654553
P48606	0.6476489
P48743	0.47863287
P49089	0.19697376
P49090	0.2068624
P49167	0.21496736
P49367	0.19845665
P49954	0.18454687
P49960	0.2932109
P50077	0.360671
P50080	0.2913403
P50086	0.13378508
P50109	0.82481575
P50276	0.27752432
P50277	0.15990448
P50278	0.36812773
P50873	0.30171645
P50896	0.58216125
P50944	0.4445586
P50946	0.3688569
P51401	0.1991574
P51533	0.32879263
P51534	0.19490486
P51998	0.46047932
P52492	0.1401939
P52867	0.25212938
P52868	0.20697795
P52892	0.25502318
P52893	0.2915181
P52919	0.8103105
P52923	0.1456574
P53059	0.16042662
P53062	0.46637315
P53065	0.16812545
P53070	0.18466114
P53073	0.3959188
P53075	0.3978061
P53080	0.9431079
P53094	0.5550984
P53101	0.23821002
P53102	0.21229944
P53107	0.44784504
P53108	0.46714902
P53111	0.16575466
P53121	0.41470656
P53123	0.1800143
P53124	0.45294437
P53125	0.513604
P53128	0.17880246
P53136	0.26180652
P53153	0.19653516
P53158	0.53887236
P53167	0.15153384
P53169	0.24466668
P53174	0.45856363
P53177	0.30549398
P53179	0.47005072
P53185	0.37456504
P53187	0.23178518
P53188	0.97667366
P53189	0.46881762
P53198	0.26742205
P53206	0.1704391
P53214	0.7073425
P53220	0.35694245
P53221	0.40096015
P53226	0.772507
P53228	0.29354933
P53233	0.17680678
P53235	0.39308774
P53237	0.16201723
P53239	0.1762675
P53244	0.40374714
P53246	0.22955759
P53258	0.29120034
P53260	0.32081482
P53273	0.31207094
P53280	0.3296313
P53283	0.47625634
P53295	0.29061657
P53306	0.22242987
P53312	0.3345181
P53313	0.5374765
P53320	0.21212527
P53322	0.32268536
P53331	0.2857108
P53332	0.23870024
P53333	0.3428402
P53337	0.358653
P53341	0.2643987
P53388	0.36608508
P53389	0.31156504
P53390	0.31472978
P53437	0.28681386
P53600	0.23515856
P53629	0.4597844
P53631	0.338322
P53718	0.57108676
P53727	0.1396651
P53732	0.6964798
P53756	0.24405394
P53819	0.3014104
P53823	0.13676588
P53824	0.22043318
P53830	0.44615924
P53834	0.21350756
P53836	0.6571417
P53849	0.2433711
P53851	0.26274556
P53852	0.2808614
P53858	0.8030987
P53861	0.6537765
P53863	0.57282037
P53875	0.35272568
P53881	0.3224053
P53889	0.2221471
P53903	0.8239734
P53916	0.18410055
P53921	0.313949
P53934	0.16790943
P53937	0.20182624
P53938	0.5060072
P53944	0.16441736
P53946	0.5079321
P53953	0.25743452
P53966	0.20044222
P53971	0.254585
P53982	0.22795065
P54114	0.17578137
P54838	0.17626211
P54839	0.21417771
P54885	0.17951839
P54964	0.3396659
P56628	0.3866338
P57744	0.19248436
P80235	0.27431792
P81451	0.25288972
P87284	0.4467276
P89114	0.41303417
P89886	0.18641922
Q00723	0.34888655
Q01163	0.2304045
Q01329	0.32677114
Q01802	0.17490011
Q01846	0.2878062
Q01976	0.17904101
Q02196	0.19915032
Q02197	0.17867167
Q02204	0.455954
Q02208	0.7145869
Q02516	0.6860827
Q02521	0.62344545
Q02554	0.6373424
Q02648	0.24641389
Q02721	0.14014657
Q02753	0.34610248
Q02770	0.5137296
Q02783	0.17071754
Q02796	0.80688286
Q02825	0.4132603
Q02866	0.5168138
Q02883	0.19803505
Q02891	0.23132333
Q02932	0.16325358
Q02969	0.3159453
Q02979	0.2948528
Q02983	0.48343214
Q03016	0.5651258
Q03028	0.1514967
Q03088	0.633564
Q03161	0.22903283
Q03175	0.22157115
Q03212	0.5868899
Q03214	0.21138996
Q03220	0.3263519
Q03246	0.32513756
Q03254	0.4664717
Q03281	0.5781307
Q03289	0.33740982
Q03306	0.53057164
Q03323	0.7902515
Q03327	0.3623277
Q03338	0.6108756
Q03370	0.56651366
Q03375	0.98307294
Q03429	0.5262495
Q03430	0.5612987
Q03446	0.8912153
Q03530	0.22054426
Q03579	0.38312033
Q03661	0.8955704
Q03694	0.41391426
Q03707	0.63890606
Q03718	0.18275836
Q03735	0.58320385
Q03750	0.5824301
Q03764	0.26479167
Q03770	0.33719596
Q03772	0.95942175
Q03776	0.17738746
Q03782	0.42102206
Q03792	0.15937257
Q03824	0.23658235
Q03829	0.39735368
Q03860	0.41553593
Q03919	0.21331418
Q03935	0.8245974
Q03937	0.780003
Q03956	0.18845093
Q03981	0.18220837
Q04004	0.46183658
Q04006	0.14968655
Q04031	0.80351055
Q04052	0.40476274
Q04066	0.2027496
Q04081	0.16105917
Q04116	0.6182357
Q04172	0.5435147
Q04174	0.19730027
Q04182	0.33763534
Q04183	0.24310677
Q04213	0.6091739
Q04279	0.985853
Q04299	0.1448764
Q04347	0.63639563
Q04368	0.15505028
Q04411	0.34555104
Q04412	0.41487026
